time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,1.0
230,1.0
240,1.0
250,1.0
260,1.0
270,1.0
280,1.0
290,1.0
300,1.0
310,1.0
320,2.0
330,2.0
340,2.0
350,3.0
360,3.0
370,4.0
380,5.0
390,6.0
400,7.0
410,9.0
420,10.0
430,12.0
440,14.5
450,17.0
460,19.5
470,22.0
480,25.0
490,27.5
500,29.0
510,32.5
520,33.5
530,34.5
540,37.0
550,38.0
560,39.5
570,40.5
580,41.0
590,41.0
600,41.0
610,41.5
620,42.0
630,42.0
640,42.5
650,42.5
660,42.5
670,42.5
680,42.5
690,42.5
700,42.5
710,42.5
720,42.5
730,42.5
740,42.5
750,42.5
760,42.5
770,42.5
780,42.5
790,42.5
800,42.5
810,42.5
820,42.5
830,42.5
840,42.5
850,42.5
860,42.5
870,42.5
880,42.5
890,42.5
900,42.5
910,42.5
920,42.5
930,42.5
940,42.5
950,42.5
960,42.5
970,42.5
980,42.5
990,42.5
1000,42.5
1010,42.5
1020,42.5
1030,42.5
1040,42.5
1050,42.5
1060,42.5
1070,42.5
1080,42.5
1090,42.5
1100,42.5
1110,42.5
1120,42.5
1130,42.5
1140,42.5
1150,42.5
1160,42.5
1170,42.5
1180,42.5
1190,42.5
1200,42.5
1210,42.5
1220,42.5
1230,42.5
1240,42.5
1250,42.5
1260,42.5
1270,42.5
1280,42.5
1290,42.5
1300,42.5
1310,42.5
1320,42.5
1330,42.5
1340,42.5
1350,42.5
1360,42.5
1370,42.5
1380,42.5
1390,42.5
1400,42.5
1410,42.5
1420,42.5
1430,42.5
1440,42.5
1450,42.5
1460,42.5
1470,42.5
1480,42.5
1490,42.5
1500,42.5
