0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000;1010;1020;1030;1040;1050;1060;1070;1080;1090;1100;1110;1120;1130;1140;1150;1160;1170;1180;1190;1200;1210;1220;1230;1240;1250;1260;1270;1280;1290;1300;1310;1320;1330;1340;1350;1360;1370;1380;1390;1400;1410;1420;1430;1440;1450;1460;1470;1480;1490;1500
0;1;1;1;1;1;1;2;2;2;2;3;4;5;6;7;10;11;17;20;24;28;34;40;49;63;75;95;120;153;192;239;294;374;473;593;722;898;1107;1357;1659;2034;2493;3034;3667;4437;5329;6389;7508;8739;10165;11615;13158;14663;16116;17467;18744;19877;20895;21716;22415;22975;23404;23718;24006;24200;24334;24433;24528;24594;24648;24687;24714;24734;24745;24757;24765;24769;24772;24774;24776;24779;24780;24783;24784;24785;24785;24787;24787;24788;24789;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24786;24785;24785;24785;24785;24785;24785;24785;24785;24785;24785;24785;24785;24785;24785;24785
0;1;1;1;2;2;3;4;6;8;9;12;15;19;22;26;33;44;48;62;76;93;118;135;170;211;264;321;395;485;609;773;926;1152;1431;1789;2190;2680;3214;3913;4735;5676;6736;7964;9329;10785;12299;13839;15410;16908;18418;19728;20904;21954;22754;23444;23998;24455;24796;25073;25281;25444;25549;25627;25682;25731;25762;25789;25810;25821;25838;25848;25849;25857;25864;25864;25864;25866;25867;25869;25869;25870;25871;25871;25871;25871;25871;25871;25871;25871;25871;25869;25869;25869;25869;25869;25869;25869;25869;25869;25869;25870;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25872;25873;25873;25873;25873;25873;25873;25873;25873;25873;25873;25873;25873;25870;25870;25870;25870;25870;25870;25870;25870;25870;25870;25870;25870;25870;25870;25870
0;2;2;3;3;3;4;5;7;7;9;9;12;13;16;20;26;34;44;57;72;90;107;134;157;201;239;311;372;454;569;701;843;1054;1269;1567;1900;2352;2885;3465;4191;5015;6002;7115;8398;9783;11308;12848;14466;16057;17569;19031;20303;21405;22397;23241;23875;24415;24812;25144;25389;25577;25709;25805;25883;25940;25981;26014;26032;26056;26072;26080;26086;26090;26094;26095;26095;26096;26096;26096;26097;26097;26097;26097;26097;26098;26099;26099;26100;26100;26100;26100;26100;26100;26100;26100;26100;26100;26100;26100;26100;26101;26102;26102;26102;26102;26101;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26102;26103;26103;26103;26103;26103;26103;26104;26104;26104;26104;26104;26104;26104;26104;26104;26104;26104;26104;26105;26105;26105;26105;26105;26105;26105;26105;26106;26106
0;1;2;2;2;2;2;2;2;3;4;5;5;6;8;11;12;14;15;22;28;36;44;56;63;87;101;124;151;189;234;299;364;467;588;725;876;1105;1367;1679;2053;2498;3027;3715;4499;5394;6506;7757;9124;10600;12169;13797;15412;17035;18649;20111;21377;22491;23446;24280;24854;25371;25769;26061;26319;26494;26609;26712;26780;26840;26879;26909;26929;26946;26952;26958;26964;26975;26977;26978;26980;26982;26985;26986;26988;26988;26988;26989;26989;26989;26990;26988;26988;26989;26989;26989;26989;26989;26989;26990;26990;26990;26990;26990;26990;26990;26987;26987;26988;26988;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26988;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26988;26988;26988;26988;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989
0;1;2;2;4;4;4;4;5;5;6;7;8;10;13;15;22;23;32;39;53;61;76;100;123;140;173;209;257;323;406;503;629;761;934;1144;1410;1728;2113;2545;3076;3724;4471;5324;6307;7319;8429;9612;10865;12085;13236;14366;15355;16198;16966;17582;18084;18484;18772;19021;19211;19351;19465;19556;19614;19660;19690;19708;19738;19750;19758;19769;19774;19782;19784;19786;19787;19792;19793;19793;19794;19794;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19796;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19797;19796;19797;19797;19797;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19799;19800;19801;19801;19801;19801;19801;19801;19801
0;1;2;2;3;3;5;5;7;9;11;16;21;24;27;35;45;60;73;95;120;150;182;226;283;342;426;511;639;788;958;1196;1433;1733;2127;2623;3222;3898;4724;5689;6786;8084;9504;11041;12665;14391;16144;17872;19540;21128;22514;23707;24794;25652;26391;26916;27393;27730;27979;28215;28354;28464;28547;28597;28652;28689;28708;28730;28744;28755;28769;28779;28779;28783;28785;28785;28787;28789;28789;28790;28791;28792;28792;28794;28794;28794;28794;28794;28794;28794;28794;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28790;28788;28788;28788;28788;28788;28788;28788;28788;28788;28788;28788;28788;28788;28788;28788;28784;28784;28784;28784;28784;28784;28784;28784;28785;28785;28785;28785;28785;28785;28785
0;1;1;2;2;2;3;3;3;3;4;5;7;10;12;17;23;26;35;43;49;59;69;84;97;112;138;182;225;282;369;447;542;683;816;1033;1246;1524;1867;2247;2697;3288;3957;4681;5595;6557;7601;8703;9851;11074;12223;13290;14296;15177;15937;16592;17118;17562;17916;18191;18404;18545;18657;18744;18821;18875;18919;18945;18963;18974;18991;19000;19007;19010;19011;19013;19013;19013;19014;19015;19016;19016;19018;19020;19020;19022;19023;19023;19023;19023;19023;19023;19023;19023;19024;19024;19024;19024;19024;19024;19024;19024;19024;19024;19024;19024;19022;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19023;19024;19024;19024;19024;19025;19025;19025;19025;19025;19025
0;1;2;2;2;3;3;6;7;8;13;16;23;31;40;46;62;80;96;124;152;199;238;289;373;457;565;689;844;1037;1287;1574;1941;2373;2906;3537;4277;5166;6195;7387;8725;10171;11699;13433;15227;16958;18641;20227;21727;23002;24049;24939;25690;26272;26724;27070;27347;27566;27730;27842;27926;27989;28047;28075;28099;28116;28136;28142;28151;28156;28158;28161;28164;28165;28165;28166;28164;28164;28164;28165;28165;28165;28166;28167;28167;28167;28167;28167;28167;28167;28167;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28167;28167;28167;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28166;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28167;28168;28168;28168;28169;28169;28169;28169;28169
0;1;1;1;2;2;3;4;6;6;8;11;12;14;18;26;29;40;48;57;63;84;96;126;165;210;253;328;406;505;626;772;949;1176;1441;1755;2146;2632;3188;3887;4669;5653;6726;7927;9244;10739;12329;13970;15501;17131;18625;20034;21305;22352;23238;24004;24551;25005;25385;25661;25856;26045;26175;26267;26326;26380;26417;26442;26461;26470;26481;26489;26497;26502;26504;26505;26508;26511;26512;26514;26515;26516;26517;26517;26517;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26518;26519;26520;26520;26520;26520;26520;26520;26520;26520;26520;26520;26520;26520;26520;26520;26520;26521;26521;26521;26521;26522;26522;26522;26523;26523;26523;26523;26523;26523;26523;26523;26523;26523;26523;26523;26523;26523;26524;26524;26524;26524;26524;26524;26524;26524
0;1;1;1;1;1;2;2;2;3;4;4;6;9;9;10;13;15;19;26;30;37;49;63;78;98;125;142;180;227;283;344;418;508;630;771;962;1152;1446;1764;2142;2574;3117;3773;4550;5405;6384;7412;8559;9778;11066;12267;13470;14588;15621;16519;17317;17991;18517;18942;19285;19540;19761;19919;20060;20146;20203;20256;20298;20332;20349;20360;20376;20386;20392;20398;20396;20397;20398;20398;20399;20399;20401;20402;20402;20402;20403;20404;20405;20406;20406;20405;20405;20405;20405;20405;20405;20405;20405;20405;20405;20405;20405;20405;20405;20405;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20402;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403;20403
