time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,2.0
130,2.0
140,2.0
150,3.0
160,4.0
170,4.5
180,6.0
190,7.0
200,8.0
210,10.0
220,11.0
230,14.0
240,18.5
250,23.0
260,28.0
270,34.5
280,41.0
290,54.5
300,65.5
310,81.5
320,101.0
330,123.5
340,153.5
350,182.5
360,226.5
370,279.0
380,336.5
390,406.5
400,488.5
410,587.0
420,687.0
430,816.0
440,953.5
450,1097.5
460,1296.0
470,1528.0
480,1729.0
490,1918.0
500,2049.0
510,2161.0
520,2312.5
530,2497.0
540,2607.5
550,2673.5
560,2719.5
570,2773.0
580,2857.0
590,2896.0
600,2922.0
610,2941.0
620,2955.0
630,2972.5
640,2982.5
650,2987.0
660,2993.0
670,2996.5
680,3001.0
690,3003.5
700,3005.0
710,3007.0
720,3008.5
730,3008.5
740,3009.0
750,3010.0
760,3010.5
770,3010.5
780,3010.5
790,3011.0
800,3011.0
810,3011.0
820,3011.0
830,3011.0
840,3011.0
850,3011.0
860,3011.5
870,3011.5
880,3011.5
890,3011.5
900,3011.5
910,3011.5
920,3011.5
930,3011.5
940,3011.5
950,3011.5
960,3011.5
970,3011.5
980,3011.5
990,3011.5
1000,3011.5
1010,3011.5
1020,3011.5
1030,3011.5
1040,3011.5
1050,3011.5
1060,3011.0
1070,3011.0
1080,3011.0
1090,3011.0
1100,3011.0
1110,3011.0
1120,3011.5
1130,3011.5
1140,3011.5
1150,3011.5
1160,3011.5
1170,3011.5
1180,3011.5
1190,3011.5
1200,3011.5
1210,3011.5
1220,3011.5
1230,3011.5
1240,3011.5
1250,3011.5
1260,3011.5
1270,3011.5
1280,3011.5
1290,3011.5
1300,3011.5
1310,3011.5
1320,3012.0
1330,3012.5
1340,3013.0
1350,3013.0
1360,3013.0
1370,3013.0
1380,3013.0
1390,3013.5
1400,3013.5
1410,3013.5
1420,3013.5
1430,3013.5
1440,3013.5
1450,3013.5
1460,3013.5
1470,3013.5
1480,3013.5
1490,3013.5
1500,3013.5
