time,median
0,0.0
10,1.0
20,2.0
30,2.0
40,2.0
50,3.0
60,3.0
70,4.0
80,5.0
90,6.0
100,8.0
110,10.0
120,12.5
130,15.0
140,19.0
150,23.0
160,29.0
170,35.5
180,43.5
190,55.5
200,66.0
210,83.0
220,101.0
230,128.0
240,157.5
250,196.0
260,238.5
270,297.5
280,368.0
290,448.0
300,553.5
310,684.0
320,841.5
330,1044.5
340,1271.5
350,1573.0
360,1930.5
370,2359.0
380,2872.5
390,3474.5
400,4206.5
410,5063.0
420,6034.0
430,7145.5
440,8409.0
450,9822.5
460,11368.0
470,13037.0
480,14684.5
490,16258.5
500,17845.0
510,19157.0
520,20497.5
530,21536.0
540,22423.0
550,23189.0
560,23850.0
570,24141.5
580,24497.0
590,24776.5
600,25000.0
610,25176.5
620,25303.5
630,25425.0
640,25523.0
650,25591.0
660,25638.0
670,25666.0
680,25697.0
690,25713.5
700,25730.0
710,25744.0
720,25751.0
730,25757.0
740,25763.5
750,25766.5
760,25769.0
770,25769.5
780,25770.0
790,25771.0
800,25771.0
810,25771.5
820,25772.0
830,25773.0
840,25773.0
850,25773.5
860,25773.5
870,25773.5
880,25773.5
890,25773.5
900,25774.0
910,25773.0
920,25773.0
930,25773.0
940,25773.0
950,25773.0
960,25773.0
970,25773.0
980,25773.0
990,25773.0
1000,25773.0
1010,25773.0
1020,25773.0
1030,25773.5
1040,25773.5
1050,25773.5
1060,25773.0
1070,25773.0
1080,25773.0
1090,25773.0
1100,25773.0
1110,25773.0
1120,25773.0
1130,25773.0
1140,25773.0
1150,25773.0
1160,25773.0
1170,25773.0
1180,25773.0
1190,25773.0
1200,25773.0
1210,25772.0
1220,25772.0
1230,25772.0
1240,25772.0
1250,25772.0
1260,25772.5
1270,25772.5
1280,25772.5
1290,25772.5
1300,25772.5
1310,25772.5
1320,25772.5
1330,25772.5
1340,25772.5
1350,25772.5
1360,25770.5
1370,25770.5
1380,25770.5
1390,25770.5
1400,25770.5
1410,25770.5
1420,25770.5
1430,25770.5
1440,25770.5
1450,25770.5
1460,25771.0
1470,25771.0
1480,25771.0
1490,25771.0
1500,25771.0
