time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,2.0
230,2.0
240,2.0
250,2.0
260,3.0
270,4.0
280,5.0
290,6.0
300,7.0
310,8.0
320,10.5
330,12.5
340,15.0
350,19.0
360,22.5
370,27.0
380,35.0
390,46.0
400,54.5
410,68.0
420,84.0
430,104.5
440,128.0
450,159.0
460,194.0
470,239.5
480,296.5
490,364.5
500,448.0
510,552.5
520,690.5
530,845.0
540,1031.5
550,1288.5
560,1568.0
570,1923.5
580,2358.5
590,2888.0
600,3506.5
610,4236.5
620,5112.5
630,6158.0
640,7339.0
650,8708.5
660,10182.0
670,11831.5
680,13638.5
690,15493.5
700,17367.0
710,19166.0
720,20927.0
730,22579.5
740,23981.5
750,25178.5
760,26209.0
770,27034.0
780,27694.0
790,28259.0
800,28664.0
810,29009.0
820,29268.5
830,29466.5
840,29613.0
850,29697.5
860,29772.5
870,29822.5
880,29859.5
890,29894.5
900,29924.0
910,29937.5
920,29950.0
930,29967.5
940,29983.5
950,29986.5
960,29988.5
970,29990.5
980,29991.0
990,29993.0
1000,29993.0
1010,29997.5
1020,29997.5
1030,29996.0
1040,29997.5
1050,29997.5
1060,29997.0
1070,29998.0
1080,29999.5
1090,30000.5
1100,30000.5
1110,30000.5
1120,30000.5
1130,30000.5
1140,30000.5
1150,30000.0
1160,30000.0
1170,30000.5
1180,29999.5
1190,29999.5
1200,30000.0
1210,29998.0
1220,29998.0
1230,29998.0
1240,29998.5
1250,30000.0
1260,30000.0
1270,29998.0
1280,29998.0
1290,29999.0
1300,29996.5
1310,29997.5
1320,29998.5
1330,29998.5
1340,29999.0
1350,29999.5
1360,29998.5
1370,29998.5
1380,29998.5
1390,29997.5
1400,29998.0
1410,29999.0
1420,30000.0
1430,30000.0
1440,30001.0
1450,29999.0
1460,29999.0
1470,29999.0
1480,29998.5
1490,29998.5
1500,29998.5
