time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,2.0
140,2.0
150,2.0
160,3.0
170,4.0
180,4.0
190,6.0
200,7.0
210,9.0
220,11.0
230,14.0
240,17.0
250,21.0
260,25.0
270,32.0
280,39.5
290,48.5
300,60.5
310,75.5
320,97.0
330,119.5
340,145.0
350,177.0
360,210.5
370,259.5
380,314.5
390,382.0
400,462.0
410,545.5
420,638.5
430,745.5
440,875.5
450,1024.0
460,1181.0
470,1328.0
480,1488.0
490,1638.5
500,1779.0
510,1912.0
520,2041.0
530,2143.5
540,2245.0
550,2326.0
560,2378.5
570,2411.0
580,2455.5
590,2516.5
600,2541.5
610,2554.5
620,2562.0
630,2573.5
640,2579.5
650,2583.5
660,2586.5
670,2590.0
680,2590.5
690,2591.5
700,2593.5
710,2594.0
720,2594.0
730,2595.0
740,2595.5
750,2595.5
760,2597.5
770,2597.5
780,2598.0
790,2598.0
800,2598.0
810,2598.5
820,2598.5
830,2598.5
840,2599.0
850,2599.0
860,2599.0
870,2599.0
880,2599.0
890,2599.0
900,2599.0
910,2598.5
920,2598.5
930,2598.5
940,2598.5
950,2598.5
960,2598.5
970,2598.5
980,2598.5
990,2598.5
1000,2599.0
1010,2599.5
1020,2599.5
1030,2599.5
1040,2599.5
1050,2599.5
1060,2599.5
1070,2600.0
1080,2600.0
1090,2600.5
1100,2600.5
1110,2601.0
1120,2601.0
1130,2601.0
1140,2601.0
1150,2601.0
1160,2601.0
1170,2601.0
1180,2601.0
1190,2601.0
1200,2601.0
1210,2601.0
1220,2601.0
1230,2601.0
1240,2601.0
1250,2601.0
1260,2601.0
1270,2601.0
1280,2601.0
1290,2601.0
1300,2601.0
1310,2601.5
1320,2602.0
1330,2602.0
1340,2602.5
1350,2602.5
1360,2602.0
1370,2602.0
1380,2602.5
1390,2602.5
1400,2602.5
1410,2602.5
1420,2603.0
1430,2603.0
1440,2603.0
1450,2603.0
1460,2603.0
1470,2603.0
1480,2603.5
1490,2603.5
1500,2603.5
