0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690
1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;5;6;6;6;7;7;7;6;6;6;6;7;7;8;8;8;7;7;7;4;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;2;2;3;3;3;3;4;5;5;5;5;5;5;5;5;5;6;7;7;7;7;7;7;7;7;6;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;2;2;2;3;3;3;3;3;4;4;4;5;5;5;5;5;6;6;6;6;6;6;6;6;7;7;7;7;6;6;5;5;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
1;1;1;1;2;2;2;2;3;4;4;4;5;5;6;7;7;7;8;8;8;8;8;8;9;9;9;9;7;6;5;5;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;2;2;2;3;3;3;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;7;7;4;4;4;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;2;2;2;2;2;3;3;3;3;4;4;4;4;4;4;4;5;6;6;6;5;5;5;5;6;6;6;5;4;4;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;4;5;5;5;5;6;6;6;6;7;7;7;7;6;6;6;5;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;2;2;2;3;3;3;3;4;4;4;4;4;4;4;4;5;5;6;6;7;8;8;8;8;8;9;9;9;9;8;8;8;7;5;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;2;2;3;4;4;5;5;5;6;7;7;7;7;7;7;6;6;6;6;6;6;6;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
