0;100;200;300;400;500;600;700;800;900;1000;1100;1200;1300;1400;1500;1600;1700;1800;1900;2000;2100;2200;2300;2400;2500;2600;2700;2800;2900;3000;3100;3200;3300;3400;3500;3600;3700;3800;3900;4000;4100;4200;4300;4400;4500;4600;4700;4800;4900
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;38;604;8257;27756;29737;29750;29744;29737;29734;29730;29725;29721;29718;29716;29712;29707;29703;29697;29693;29688;29686;29682;29673;29667;29665;29656;29653;29646;296421;
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;156;2519;20379;29643;29896;29895;29890;29887;29886;29882;29880;29877;29873;29870;29867;29862;29856;29853;29852;29850;29847;29843;29837;29834;29831;29821;29815;29812
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;31;555;7914;27903;30079;30109;30105;30102;30099;30096;30090;30085;30079;30076;30073;30067;30063;30055;30049;30047;30040;30038;30034;30028;30022;30014;30011;30005;29994
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;182;2785;21401;29774;29976;29969;29960;29955;29952;29947;29943;29940;29935;29932;29926;29918;29915;29910;29905;29904;29899;29897;29892;29889;29886;29884;29878;29866
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;37;530;7497;27803;30079;30115;30112;30108;30105;30102;30100;30095;30091;30088;30085;30084;30078;30072;30070;30066;30062;30060;30053;30048;30041;30033;30029;30026;30013
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;312;5154;25840;29895;29962;29959;29952;29949;29945;29942;29939;29934;29932;29927;29923;29917;29913;29908;29901;29897;29895;29886;29883;29878;29872;29868;29865;29859
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;180;2793;21435;29584;29798;29797;29792;29789;29785;29779;29776;29772;29766;29764;29757;29750;29749;29742;29737;29736;29732;29726;29725;29719;29713;29711;29706;29701
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;47;791;10258;28427;29891;29901;29896;29892;29885;29880;29872;29868;29865;29857;29853;29848;29843;29838;29832;29824;29816;29809;29807;29805;29803;29802;29798;29796;29792
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;261;3983;24212;29922;30031;30028;30023;30016;30010;30004;30000;29993;29989;29982;29978;29975;29974;29971;29964;29961;29956;29952;29947;29943;29939;29934;29927;29920
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;157;2600;20819;29941;30146;30143;30142;30139;30134;30128;30123;30120;30117;30113;30110;30106;30102;30097;30092;30088;30087;30079;30075;30070;30066;30061;30058;30050
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;286;4439;24659;29838;29932;29931;29929;29926;29922;29915;29912;29910;29904;29902;29893;29890;29884;29880;29876;29871;29864;29857;29855;29854;29851;29846;29841;29835
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;43;746;9548;28168;29781;29802;29800;29798;29795;29792;29788;29783;29781;29777;29771;29767;29763;29757;29755;29751;29748;29741;29737;29732;29729;29724;29721;29714
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;29;419;6384;27252;30267;30303;30299;30295;30289;30285;30281;30279;30274;30267;30263;30259;30255;30253;30250;30244;30240;30234;30230;30224;30223;30217;30208;30203;30199
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;152;2426;20331;29841;30069;30068;30063;30058;30052;30041;30033;30031;30025;30021;30018;30015;30012;30006;30002;29998;29991;29987;29978;29973;29967;29964;29962;29958
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23;409;6067;26885;30052;30112;30106;30101;30098;30091;30085;30084;30079;30076;30072;30069;30061;30056;30052;30047;30043;30043;30037;30034;30032;30027;30024;30020;30015
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;303;4622;24995;29836;29925;29918;29912;29910;29905;29897;29896;29893;29890;29884;29879;29873;29869;29865;29859;29856;29854;29851;29845;29840;29832;29830;29826;29818
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;172;2913;21928;29994;30173;30174;30169;30164;30159;30156;30149;30147;30145;30140;30136;30130;30125;30119;30114;30107;30106;30101;30098;30096;30089;30084;30082;30078
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;28;464;6463;27003;29945;29984;29981;29975;29969;29967;29960;29956;29950;29945;29940;29936;29933;29929;29925;29923;29918;29916;29910;29908;29904;29897;29894;29891;29889
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;125;2029;18612;29785;30136;30140;30130;30127;30124;30118;30117;30113;30105;30097;30095;30090;30083;30078;30073;30069;30066;30061;30056;30050;30045;30042;30037;30027
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;22;392;5845;26336;29783;29854;29847;29844;29842;29839;29833;29828;29823;29818;29812;29809;29803;29797;29797;29791;29786;29783;29777;29772;29770;29762;29761;29756;29755
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;75;1372;15175;29661;30254;30262;30255;30250;30246;30243;30240;30237;30231;30227;30219;30213;30210;30208;30203;30195;30192;30184;30180;30175;30171;30166;30161;30157
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;138;2206;19153;29516;29795;29796;29792;29790;29787;29785;29782;29778;29772;29765;29759;29757;29750;29745;29740;29738;29735;29730;29724;29717;29712;29710;29709;29704
