0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690
1;1;2;3;3;5;5;7;10;14;18;26;32;41;53;76;106;143;186;241;313;405;518;671;839;1028;1290;1529;1772;2009;2210;2393;2553;2679;2777;2837;2883;2908;2927;2942;2952;2961;2965;2970;2971;2973;2973;2973;2973;2973;2973;2974;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975;2975
1;1;2;4;7;10;14;21;29;39;50;69;96;122;165;216;282;373;504;640;833;1051;1303;1568;1862;2138;2390;2602;2768;2891;2968;3020;3055;3086;3100;3110;3116;3119;3119;3120;3123;3123;3124;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127;3127
1;1;1;1;1;1;1;1;2;3;4;4;5;9;13;15;22;30;42;56;76;110;153;204;271;360;463;600;766;976;1196;1451;1714;1970;2222;2417;2591;2741;2845;2912;2969;2993;3016;3032;3040;3050;3055;3058;3058;3058;3059;3059;3059;3059;3059;3059;3060;3060;3060;3060;3060;3060;3060;3060;3060;3060;3060;3060;3060
1;1;2;3;3;3;4;5;5;6;6;9;13;15;17;25;40;56;75;100;128;174;225;287;393;505;655;807;987;1227;1492;1757;2013;2255;2463;2618;2739;2855;2910;2964;3003;3026;3040;3048;3052;3054;3055;3057;3058;3061;3061;3062;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063;3063
1;1;1;1;2;2;3;4;5;9;13;14;18;25;37;48;65;89;117;161;215;274;353;443;575;706;881;1093;1306;1572;1843;2089;2293;2465;2629;2745;2821;2868;2914;2941;2958;2967;2977;2982;2982;2987;2988;2990;2991;2991;2991;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992;2992
1;2;2;4;4;5;6;8;9;11;16;22;30;36;45;57;75;98;131;175;236;321;423;542;690;866;1096;1328;1570;1863;2097;2316;2523;2663;2774;2855;2908;2942;2965;2980;2988;2994;2997;3000;3003;3005;3005;3006;3006;3006;3006;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007;3007
2;2;2;3;3;3;4;4;5;8;10;12;15;24;32;42;58;78;106;132;169;229;292;389;503;656;839;1047;1273;1507;1764;2023;2227;2449;2614;2734;2838;2900;2938;2970;2990;3001;3009;3017;3020;3021;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024;3024
1;1;2;3;3;5;8;11;17;21;28;40;56;76;102;126;173;226;301;393;500;637;800;1008;1212;1488;1750;2007;2248;2443;2567;2711;2810;2877;2929;2972;2994;3010;3019;3027;3031;3035;3036;3036;3038;3038;3039;3039;3039;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040;3040
1;1;2;3;3;3;5;6;8;11;13;16;23;28;36;50;67;87;106;133;191;256;326;436;567;720;918;1153;1415;1676;1962;2211;2440;2632;2764;2862;2929;2996;3043;3065;3074;3081;3086;3088;3090;3092;3093;3093;3095;3095;3095;3095;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096
1;1;1;1;1;2;3;3;4;7;7;10;13;15;21;27;36;49;66;87;117;156;200;258;330;427;538;703;877;1101;1326;1586;1828;2052;2262;2437;2602;2711;2798;2853;2900;2920;2934;2946;2955;2957;2962;2964;2966;2966;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968;2968
