0;100;200;300;400;500;600;700;800;900;1000;1100;1200;1300;1400;1500;1600;1700;1800;1900;2000;2100;2200;2300;2400;2500;2600;2700;2800;2900;3000;3100;3200;3300;3400;3500;3600;3700;3800;3900;4000;4100;4200;4300;4400;4500;4600;4700;4800;4900
6;9;17;20;21;26;31;39;43;50;55;61;68;75;80;90;93;98;108;114;119;122;100;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
6;11;17;23;27;31;34;39;44;49;56;62;67;74;79;81;84;90;96;101;105;110;108;38;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
6;11;15;21;28;33;38;41;47;49;54;60;65;75;79;86;89;98;102;108;116;122;93;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;12;19;23;24;28;32;36;44;49;52;56;60;67;68;72;75;79;84;91;96;102;100;32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;12;23;26;34;40;44;50;54;57;65;72;79;84;91;100;108;113;119;126;132;137;114;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
6;11;17;25;28;31;36;46;49;54;61;69;74;82;89;91;96;101;105;110;120;125;107;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;11;17;20;24;29;32;40;47;53;56;62;69;77;84;93;101;109;115;122;126;133;122;41;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;12;14;17;23;28;31;36;42;46;54;63;68;72;77;87;95;103;107;114;118;120;87;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;15;19;22;26;33;37;43;49;53;59;65;69;75;83;92;100;104;111;117;119;123;124;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;12;16;25;31;37;40;46;51;55;60;64;70;77;86;90;97;102;107;113;120;127;124;47;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3;8;15;18;22;29;35;41;49;54;60;68;75;78;86;92;100;103;108;115;122;124;115;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;14;19;25;31;36;43;44;49;56;63;65;72;78;82;89;96;98;104;110;119;122;124;87;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
4;9;13;20;27;35;40;42;47;52;54;62;68;75;82;88;93;100;106;113;116;124;108;19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;11;18;23;26;29;35;40;47;56;59;68;74;84;91;98;107;111;117;120;128;133;120;51;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
9;16;21;26;32;37;45;52;62;68;76;80;89;98;104;106;112;117;124;129;135;142;114;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;9;14;19;22;28;34;39;43;47;49;54;63;67;75;82;90;98;104;112;119;126;110;26;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;11;19;24;31;38;41;46;51;56;63;70;78;87;94;102;108;111;113;119;127;129;125;36;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
5;11;16;23;32;38;45;50;57;63;68;73;75;83;90;97;104;109;115;120;126;133;96;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;9;12;17;20;24;28;32;37;43;49;53;59;65;72;76;82;87;93;98;104;110;110;51;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2;6;10;15;25;34;40;43;48;53;60;64;68;71;74;79;81;84;92;100;107;111;96;14;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;10;14;19;24;28;33;40;46;50;56;63;72;77;84;89;95;99;102;108;116;121;118;60;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;15;23;29;32;36;41;46;52;59;64;67;70;77;83;90;94;100;110;114;120;129;129;48;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;12;17;21;25;30;36;43;49;57;61;68;70;78;84;90;92;96;99;106;114;117;117;46;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2;7;12;17;21;26;34;38;39;42;46;52;57;66;69;74;81;86;90;100;105;111;107;41;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
