0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490
1;1;1;1;2;2;4;5;6;9;13;16;21;26;36;47;60;79;101;147;207;274;349;450;564;684;840;1007;1160;1306;1431;1541;1641;1716;1765;1798;1816;1829;1839;1845;1847;1850;1853;1853;1853;1853;1853;1853;1853
2;3;3;3;4;4;5;7;9;12;15;23;33;40;55;78;98;128;155;199;269;333;404;490;582;671;749;840;911;965;1009;1037;1059;1078;1084;1091;1094;1099;1100;1102;1102;1104;1104;1104;1104;1104;1104;1104;1104
2;2;2;3;4;6;9;12;19;26;37;42;57;76;99;129;165;221;290;356;452;563;702;830;983;1124;1269;1379;1485;1555;1610;1646;1661;1675;1688;1694;1697;1701;1705;1705;1706;1707;1708;1708;1708;1708;1708;1708;1708
1;2;3;3;3;3;6;8;11;13;19;26;35;45;55;81;106;143;189;240;321;418;530;649;778;906;1033;1150;1254;1341;1411;1458;1503;1531;1549;1562;1571;1575;1577;1578;1578;1578;1578;1578;1578;1580;1580;1580;1580
2;3;3;5;6;8;12;14;20;27;34;48;66;88;122;152;200;258;322;413;533;685;859;1041;1270;1512;1742;1959;2153;2320;2428;2502;2580;2617;2648;2670;2682;2691;2697;2700;2701;2702;2703;2703;2704;2704;2704;2704;2704
1;2;3;3;3;4;5;5;7;8;12;18;24;30;36;49;68;95;128;162;202;247;312;371;432;489;536;578;616;638;654;667;674;685;691;693;694;695;696;697;697;697;697;697;697;697;697;697;697
1;2;4;5;6;7;11;16;19;25;34;45;63;88;112;142;184;240;325;414;523;651;796;961;1152;1326;1466;1579;1682;1767;1826;1856;1874;1886;1900;1906;1912;1915;1918;1919;1920;1920;1922;1922;1922;1922;1922;1922;1922
2;4;4;4;7;9;12;15;19;28;37;50;63;84;116;148;200;265;349;449;569;709;880;1052;1265;1444;1641;1816;1966;2076;2175;2244;2304;2350;2365;2381;2390;2394;2396;2401;2404;2406;2409;2409;2410;2411;2411;2411;2411
1;1;2;3;3;5;6;6;7;8;10;14;19;27;34;46;58;73;92;115;143;187;235;282;329;380;430;459;482;501;524;535;544;548;553;556;556;559;559;560;560;560;560;560;560;560;560;560;560
1;1;1;1;2;3;3;4;6;7;9;11;17;18;22;29;39;51;63;90;118;161;211;274;355;452;546;661;777;874;987;1059;1117;1177;1218;1236;1249;1263;1269;1272;1274;1275;1276;1277;1277;1277;1277;1277;1277
1;1;2;2;3;4;5;5;6;9;11;14;16;20;29;39;52;63;84;111;146;202;255;327;410;496;615;731;846;969;1062;1134;1198;1248;1285;1307;1322;1326;1334;1342;1344;1345;1346;1347;1347;1347;1347;1347;1347
2;2;2;3;3;3;3;6;9;10;11;14;21;31;37;56;69;91;123;161;206;265;334;408;484;565;652;708;754;800;831;850;865;880;890;892;898;902;902;902;903;903;904;904;904;904;904;904;904
2;2;3;4;6;6;7;10;12;17;23;27;35;44;61;79;103;133;170;212;270;349;448;547;661;792;924;1067;1188;1285;1359;1412;1449;1478;1492;1512;1518;1524;1532;1534;1534;1536;1537;1538;1538;1538;1538;1538;1538
2;2;3;5;6;8;11;14;19;22;26;39;54;70;92;119;164;209;272;337;415;499;594;679;764;855;918;973;1011;1036;1048;1063;1071;1077;1080;1083;1083;1084;1084;1084;1085;1085;1085;1085;1085;1085;1085;1085;1085
1;1;2;3;4;6;8;10;15;22;25;35;52;69;94;121;158;207;269;344;432;547;684;822;1010;1184;1382;1548;1689;1823;1933;2009;2074;2109;2142;2157;2170;2178;2182;2183;2183;2185;2186;2186;2187;2187;2187;2187;2187
1;1;1;1;1;1;2;2;4;5;7;8;8;11;13;18;23;33;43;58;74;99;123;158;205;263;311;361;403;451;483;504;528;552;566;572;577;579;582;584;587;587;588;589;589;590;590;591;591
2;3;3;4;5;6;9;12;15;20;25;35;45;57;75;102;134;184;244;312;385;498;621;783;974;1173;1373;1542;1722;1850;1981;2056;2119;2171;2206;2225;2233;2250;2252;2258;2259;2260;2260;2260;2261;2261;2261;2261;2261
1;1;2;3;4;6;9;11;13;18;21;26;32;43;58;72;101;132;168;217;284;336;427;524;619;733;855;975;1093;1183;1259;1319;1356;1384;1405;1419;1424;1429;1437;1440;1441;1444;1445;1445;1445;1445;1446;1446;1446
1;1;2;2;2;2;3;4;6;10;14;18;24;33;47;61;79;105;141;180;259;321;395;489;592;730;874;1025;1173;1304;1417;1495;1560;1620;1661;1686;1706;1720;1733;1738;1743;1746;1748;1748;1748;1749;1749;1749;1749
2;3;4;5;7;13;18;23;28;34;42;62;84;109;150;194;254;330;431;536;663;802;972;1111;1249;1398;1527;1630;1700;1750;1797;1815;1839;1849;1857;1861;1864;1864;1865;1865;1865;1865;1866;1866;1866;1866;1866;1866;1866
1;1;2;2;3;5;6;7;8;10;15;21;31;40;54;71;98;127;165;218;266;334;405;487;566;631;695;757;793;825;849;867;883;888;891;896;897;898;898;898;900;900;900;900;901;901;901;901;901
