time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,2.0
180,2.0
190,2.0
200,2.0
210,3.0
220,4.0
230,6.0
240,7.0
250,9.0
260,10.0
270,13.0
280,15.0
290,18.0
300,22.0
310,28.0
320,35.0
330,44.0
340,53.0
350,65.0
360,81.0
370,98.0
380,119.0
390,142.0
400,175.0
410,213.0
420,263.0
430,308.0
440,375.0
450,430.0
460,489.0
470,527.0
480,600.0
490,644.0
500,692.0
510,725.0
520,756.0
530,823.0
540,878.0
550,891.0
560,900.0
570,911.0
580,921.0
590,927.0
600,930.0
610,932.0
620,936.0
630,938.0
640,940.0
650,941.0
660,941.0
670,941.0
680,941.0
690,942.0
700,943.0
710,943.0
720,944.0
730,944.0
740,944.0
750,944.0
760,943.0
770,943.0
780,943.0
790,943.0
800,943.0
810,943.0
820,943.0
830,943.0
840,943.0
850,943.0
860,943.0
870,943.0
880,943.0
890,943.0
900,943.0
910,943.0
920,943.0
930,943.0
940,943.0
950,943.0
960,943.0
970,943.0
980,943.0
990,943.0
1000,943.0
1010,943.0
1020,943.0
1030,943.0
1040,943.0
1050,943.0
1060,943.0
1070,943.0
1080,943.0
1090,943.0
1100,943.0
1110,943.0
1120,943.0
1130,943.0
1140,943.0
1150,943.0
1160,943.0
1170,943.0
1180,943.0
1190,943.0
1200,943.0
1210,943.0
1220,943.0
1230,943.0
1240,943.0
1250,943.0
1260,943.0
1270,943.0
1280,944.0
1290,944.0
1300,944.0
1310,944.0
1320,944.0
1330,944.0
1340,944.0
1350,944.0
1360,944.0
1370,944.0
1380,944.0
1390,944.0
1400,944.0
1410,944.0
1420,944.0
1430,944.0
1440,944.0
1450,944.0
1460,944.0
1470,944.0
1480,944.0
1490,944.0
1500,944.0
