time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,1.0
230,1.0
240,1.0
250,1.0
260,1.0
270,1.0
280,1.0
290,1.0
300,1.0
310,1.0
320,2.0
330,2.0
340,2.0
350,3.0
360,4.0
370,4.0
380,5.0
390,7.0
400,8.0
410,10.0
420,11.0
430,12.0
440,14.0
450,17.0
460,19.0
470,22.0
480,25.0
490,27.0
500,30.0
510,32.0
520,36.0
530,38.0
540,39.0
550,40.0
560,40.0
570,41.0
580,41.0
590,41.0
600,41.0
610,42.0
620,42.0
630,42.0
640,42.0
650,42.0
660,42.0
670,42.0
680,42.0
690,42.0
700,42.0
710,42.0
720,42.0
730,42.0
740,42.0
750,42.0
760,42.0
770,42.0
780,42.0
790,42.0
800,42.0
810,42.0
820,42.0
830,42.0
840,42.0
850,42.0
860,42.0
870,42.0
880,42.0
890,42.0
900,42.0
910,42.0
920,42.0
930,42.0
940,42.0
950,42.0
960,42.0
970,42.0
980,42.0
990,42.0
1000,42.0
1010,42.0
1020,42.0
1030,42.0
1040,42.0
1050,42.0
1060,42.0
1070,42.0
1080,42.0
1090,42.0
1100,42.0
1110,42.0
1120,42.0
1130,42.0
1140,42.0
1150,42.0
1160,42.0
1170,42.0
1180,42.0
1190,42.0
1200,42.0
1210,42.0
1220,42.0
1230,42.0
1240,42.0
1250,42.0
1260,42.0
1270,42.0
1280,42.0
1290,42.0
1300,42.0
1310,42.0
1320,42.0
1330,42.0
1340,42.0
1350,42.0
1360,42.0
1370,42.0
1380,42.0
1390,42.0
1400,42.0
1410,42.0
1420,42.0
1430,42.0
1440,42.0
1450,42.0
1460,42.0
1470,42.0
1480,42.0
1490,42.0
1500,42.0
