time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,2.0
130,2.0
140,2.0
150,4.0
160,4.0
170,5.0
180,7.0
190,8.0
200,9.0
210,11.0
220,12.0
230,16.0
240,20.0
250,24.0
260,28.0
270,37.0
280,47.0
290,58.0
300,71.0
310,85.0
320,108.0
330,135.0
340,164.0
350,198.0
360,239.0
370,298.0
380,358.0
390,428.0
400,527.0
410,645.0
420,775.0
430,946.0
440,1137.0
450,1365.0
460,1624.0
470,1782.0
480,1913.0
490,2087.0
500,2307.0
510,2499.0
520,2567.0
530,2719.0
540,2847.0
550,2954.0
560,3030.0
570,3099.0
580,3148.0
590,3195.0
600,3230.0
610,3248.0
620,3263.0
630,3273.0
640,3285.0
650,3290.0
660,3297.0
670,3302.0
680,3303.0
690,3303.0
700,3303.0
710,3306.0
720,3306.0
730,3307.0
740,3307.0
750,3307.0
760,3307.0
770,3308.0
780,3309.0
790,3309.0
800,3309.0
810,3309.0
820,3309.0
830,3309.0
840,3309.0
850,3309.0
860,3309.0
870,3309.0
880,3309.0
890,3309.0
900,3309.0
910,3309.0
920,3309.0
930,3309.0
940,3309.0
950,3309.0
960,3309.0
970,3309.0
980,3309.0
990,3309.0
1000,3309.0
1010,3309.0
1020,3309.0
1030,3309.0
1040,3309.0
1050,3309.0
1060,3309.0
1070,3309.0
1080,3309.0
1090,3309.0
1100,3309.0
1110,3309.0
1120,3309.0
1130,3309.0
1140,3309.0
1150,3309.0
1160,3309.0
1170,3309.0
1180,3309.0
1190,3309.0
1200,3309.0
1210,3309.0
1220,3309.0
1230,3309.0
1240,3309.0
1250,3309.0
1260,3309.0
1270,3309.0
1280,3310.0
1290,3310.0
1300,3310.0
1310,3310.0
1320,3310.0
1330,3310.0
1340,3310.0
1350,3310.0
1360,3310.0
1370,3310.0
1380,3310.0
1390,3310.0
1400,3310.0
1410,3310.0
1420,3311.0
1430,3311.0
1440,3311.0
1450,3311.0
1460,3311.0
1470,3311.0
1480,3311.0
1490,3311.0
1500,3311.0
