0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000
0;1;1;1;1;2;2;2;3;4;4;5;5;7;9;12;17;17;23;29;37;48;56;68;84;102;130;155;189;229;279;343;412;508;624;764;937;1159;1441;1774;2161;2651;3226;3902;4725;5669;6829;8076;9565;11137;12876;14587;16453;18261;20037;21680;23122;24481;25593;26578;27330;27929;28420;28777;29085;29313;29465;29589;29676;29741;29788;29832;29862;29883;29905;29914;29921;29932;29940;29940;29943;29945;29946;29946;29948;29947;29947;29947;29949;29951;29951;29953;29954;29954;29953;29953;29953;29953;29954;29954;29953
0;2;2;2;2;3;3;3;4;4;4;5;5;7;9;10;13;18;20;23;28;34;37;44;50;61;79;103;131;161;197;249;314;381;476;586;733;923;1149;1426;1759;2156;2643;3246;3957;4786;5716;6871;8153;9587;11145;12790;14672;16476;18256;20086;21744;23294;24601;25672;26608;27350;27989;28438;28808;29087;29277;29442;29561;29656;29722;29779;29824;29856;29878;29891;29902;29914;29923;29925;29928;29931;29934;29934;29934;29934;29935;29936;29933;29933;29933;29934;29935;29935;29936;29938;29938;29936;29936;29937;29937
0;1;1;1;2;2;3;5;5;7;9;11;14;20;24;30;37;49;61;76;89;111;130;169;220;261;324;406;485;588;734;906;1136;1381;1673;2073;2505;3049;3732;4487;5445;6511;7751;9105;10653;12320;14076;15954;17771;19593;21230;22737;24101;25285;26292;27088;27741;28257;28656;28946;29168;29314;29432;29539;29594;29651;29691;29718;29737;29749;29755;29767;29775;29777;29779;29782;29784;29786;29788;29788;29790;29791;29793;29793;29795;29794;29794;29794;29794;29794;29794;29793;29793;29794;29794;29794;29794;29794;29794;29794;29792
0;1;2;2;2;3;4;6;6;10;12;14;17;23;29;37;46;58;66;87;109;137;177;217;268;329;407;495;613;752;922;1156;1402;1710;2112;2584;3141;3839;4605;5577;6635;7927;9318;10883;12565;14407;16226;18025;19829;21477;22995;24271;25435;26388;27164;27783;28302;28689;28984;29227;29387;29523;29613;29686;29736;29773;29803;29826;29847;29850;29853;29861;29866;29868;29868;29872;29871;29872;29873;29871;29874;29876;29875;29875;29875;29875;29875;29875;29874;29876;29876;29874;29875;29875;29874;29874;29874;29873;29875;29875;29876
0;1;1;1;1;1;1;2;2;2;3;3;3;4;5;5;6;7;10;12;18;20;27;33;43;52;66;79;101;125;145;181;225;278;355;439;520;650;804;965;1175;1466;1795;2169;2629;3222;3874;4718;5644;6757;8040;9473;11044;12745;14581;16449;18279;20024;21759;23301;24619;25719;26667;27439;28032;28481;28807;29109;29335;29509;29628;29714;29794;29850;29892;29921;29940;29956;29963;29975;29984;29988;29993;29996;30000;30001;30004;30005;30003;30003;30005;30004;30004;30004;30004;30005;30006;30007;30007;30007;30005
0;2;2;2;4;5;6;8;11;13;17;19;24;28;32;40;43;59;71;87;112;140;171;204;259;319;403;494;605;748;953;1143;1400;1735;2112;2571;3106;3750;4532;5468;6496;7717;9092;10577;12296;14093;15860;17608;19328;20967;22485;23838;24957;25966;26809;27447;27964;28372;28690;28940;29126;29255;29355;29433;29491;29536;29566;29590;29608;29620;29630;29638;29642;29645;29650;29654;29654;29657;29661;29662;29664;29664;29664;29664;29666;29666;29667;29667;29666;29667;29667;29667;29667;29667;29666;29666;29666;29663;29664;29664;29665
0;1;1;2;2;2;4;4;5;6;8;10;14;19;27;32;42;54;64;77;94;119;147;180;232;284;361;442;541;674;833;1000;1225;1513;1819;2262;2770;3383;4120;4971;5982;7155;8514;9996;11622;13395;15270;17141;18969;20779;22346;23775;25039;26134;27012;27706;28277;28732;29060;29332;29513;29677;29783;29863;29923;29978;30016;30031;30052;30068;30079;30084;30091;30097;30101;30103;30107;30110;30110;30110;30111;30111;30110;30111;30111;30110;30111;30112;30113;30113;30113;30113;30114;30115;30114;30114;30114;30111;30111;30112;30112
0;1;1;1;1;2;2;3;4;5;6;6;7;9;12;13;16;20;24;28;40;46;56;72;93;121;145;191;234;293;352;426;508;626;767;960;1181;1452;1792;2176;2638;3228;3926;4722;5693;6736;7998;9377;10949;12621;14411;16239;18077;19822;21438;22975;24306;25443;26421;27200;27795;28308;28667;28973;29189;29348;29469;29575;29639;29691;29719;29759;29787;29801;29810;29818;29827;29836;29837;29839;29845;29847;29850;29851;29851;29851;29852;29852;29854;29854;29854;29853;29853;29853;29853;29853;29854;29852;29852;29853;29852
0;1;1;1;2;2;3;4;5;5;7;8;10;12;16;17;21;27;33;42;49;59;76;86;105;129;171;210;257;311;390;482;610;760;915;1135;1398;1771;2176;2669;3261;3946;4767;5737;6879;8117;9525;11130;12810;14583;16400;18241;20028;21717;23245;24586;25762;26778;27507;28139;28612;28999;29289;29484;29634;29751;29840;29916;29969;30012;30045;30068;30084;30094;30100;30107;30112;30117;30118;30121;30124;30125;30127;30128;30129;30129;30131;30132;30130;30132;30133;30133;30133;30133;30131;30131;30131;30129;30129;30129;30125
0;2;2;4;5;6;7;8;11;14;14;21;26;37;46;60;73;87;109;141;168;218;272;339;417;519;623;776;971;1194;1455;1803;2224;2707;3275;3954;4787;5737;6895;8178;9627;11249;12904;14641;16518;18500;20244;21860;23293;24567;25622;26579;27342;27995;28474;28859;29123;29314;29477;29588;29697;29777;29824;29849;29881;29908;29921;29938;29948;29958;29961;29963;29963;29963;29965;29967;29967;29970;29972;29970;29971;29971;29971;29971;29971;29971;29971;29971;29970;29971;29971;29969;29969;29970;29969;29969;29969;29967;29967;29967;29967
0;1;2;2;3;4;5;5;5;5;6;7;9;9;12;15;19;22;27;34;44;54;71;91;111;136;175;214;257;320;392;501;614;765;969;1207;1481;1807;2235;2732;3336;4022;4876;5801;6896;8193;9601;11185;12868;14613;16457;18263;19975;21666;23088;24388;25498;26455;27224;27809;28256;28653;28904;29109;29261;29360;29453;29525;29565;29597;29628;29656;29669;29682;29689;29697;29706;29710;29713;29715;29717;29717;29717;29717;29718;29719;29720;29720;29721;29721;29721;29722;29723;29724;29724;29725;29725;29723;29723;29723;29721
0;1;2;2;3;3;3;4;6;8;11;14;17;22;29;36;48;59;72;93;116;140;175;217;266;316;395;489;605;733;910;1137;1399;1718;2109;2583;3154;3806;4600;5515;6555;7844;9167;10773;12482;14168;16000;17818;19659;21367;22919;24278;25439;26351;27125;27806;28358;28734;28994;29203;29401;29529;29632;29707;29751;29797;29838;29859;29878;29892;29900;29905;29910;29913;29918;29922;29924;29926;29926;29926;29926;29927;29928;29929;29929;29925;29926;29929;29927;29927;29927;29927;29928;29928;29929;29929;29929;29929;29929;29929;29928
0;1;1;1;1;1;1;2;2;3;3;5;6;7;9;10;11;14;14;18;18;20;28;36;47;55;64;83;95;119;148;185;238;287;366;455;565;690;844;1052;1282;1567;1910;2379;2920;3556;4274;5173;6169;7321;8616;10122;11757;13523;15366;17246;18974;20685;22288;23672;24912;25913;26842;27492;28045;28469;28812;29082;29268;29410;29515;29589;29648;29689;29727;29750;29770;29785;29797;29807;29815;29820;29824;29826;29830;29828;29828;29828;29827;29828;29828;29826;29827;29829;29830;29832;29832;29832;29832;29833;29831
