time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,2.0
130,2.0
140,2.0
150,3.0
160,4.0
170,5.0
180,5.0
190,7.0
200,8.0
210,10.0
220,11.0
230,15.0
240,20.0
250,23.0
260,31.0
270,38.0
280,47.0
290,58.0
300,73.0
310,87.0
320,112.0
330,135.0
340,161.0
350,202.0
360,241.0
370,306.0
380,364.0
390,454.0
400,540.0
410,637.0
420,771.0
430,875.0
440,978.0
450,1093.0
460,1271.0
470,1487.0
480,1718.0
490,1877.0
500,2038.0
510,2190.0
520,2305.0
530,2397.0
540,2495.0
550,2563.0
560,2606.0
570,2648.0
580,2684.0
590,2708.0
600,2725.0
610,2733.0
620,2740.0
630,2748.0
640,2764.0
650,2770.0
660,2776.0
670,2783.0
680,2790.0
690,2792.0
700,2794.0
710,2794.0
720,2796.0
730,2796.0
740,2796.0
750,2796.0
760,2799.0
770,2799.0
780,2799.0
790,2799.0
800,2799.0
810,2799.0
820,2799.0
830,2799.0
840,2799.0
850,2799.0
860,2799.0
870,2799.0
880,2799.0
890,2799.0
900,2799.0
910,2799.0
920,2799.0
930,2799.0
940,2799.0
950,2799.0
960,2799.0
970,2799.0
980,2799.0
990,2799.0
1000,2799.0
1010,2799.0
1020,2799.0
1030,2799.0
1040,2799.0
1050,2799.0
1060,2798.0
1070,2798.0
1080,2798.0
1090,2798.0
1100,2798.0
1110,2798.0
1120,2798.0
1130,2798.0
1140,2798.0
1150,2798.0
1160,2798.0
1170,2798.0
1180,2798.0
1190,2798.0
1200,2798.0
1210,2798.0
1220,2798.0
1230,2798.0
1240,2798.0
1250,2798.0
1260,2798.0
1270,2798.0
1280,2798.0
1290,2798.0
1300,2798.0
1310,2798.0
1320,2798.0
1330,2798.0
1340,2798.0
1350,2798.0
1360,2798.0
1370,2798.0
1380,2798.0
1390,2798.0
1400,2798.0
1410,2798.0
1420,2798.0
1430,2798.0
1440,2798.0
1450,2798.0
1460,2798.0
1470,2798.0
1480,2798.0
1490,2798.0
1500,2798.0
