0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000;1010;1020;1030;1040;1050;1060;1070;1080;1090;1100;1110;1120;1130;1140;1150;1160;1170;1180;1190;1200;1210;1220;1230;1240;1250;1260;1270;1280;1290;1300;1310;1320;1330;1340;1350;1360;1370;1380;1390;1400;1410;1420;1430;1440;1450;1460;1470;1480;1490;1500
0;1;2;2;3;4;6;6;7;8;9;12;14;20;24;29;34;40;51;58;68;87;110;131;158;191;238;290;361;444;552;677;859;1069;1319;1619;1994;2429;2964;3591;4353;5183;6190;7351;8652;10072;11613;13155;14812;16530;18118;19599;20988;22144;23105;23909;24552;25065;25516;25887;26160;26353;26506;26623;26721;26801;26854;26891;26915;26939;26952;26969;26971;26977;26979;26984;26982;26984;26985;26986;26986;26987;26987;26987;26987;26987;26987;26987;26987;26987;26988;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26988;26988;26988;26988;26988;26987;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26989;26986;26986;26986;26986;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26987;26988;26988;26988;26989;26989;26989;26989;26989;26989;26989
0;1;1;1;1;1;2;2;3;4;6;7;8;9;9;11;12;17;18;24;29;38;50;62;79;97;121;148;183;228;286;354;435;530;670;814;1025;1257;1525;1900;2294;2826;3457;4159;4930;5916;6996;8184;9496;10918;12379;13861;15335;16733;18073;19216;20207;21050;21744;22304;22736;23091;23351;23569;23715;23841;23917;23979;24031;24074;24100;24117;24128;24137;24145;24152;24152;24156;24158;24161;24161;24163;24163;24163;24163;24164;24164;24164;24164;24164;24164;24164;24165;24165;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24165;24165;24165;24165;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24166;24167;24167;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168;24168
0;2;2;2;2;2;2;3;3;3;3;3;3;5;5;5;6;6;9;9;12;16;18;22;26;33;43;50;59;76;96;115;141;169;216;278;339;420;523;646;795;966;1199;1461;1777;2157;2599;3060;3640;4304;5018;5790;6575;7374;8204;8996;9684;10329;10896;11390;11784;12126;12375;12589;12725;12852;12944;13022;13072;13114;13141;13167;13186;13198;13208;13214;13218;13220;13221;13222;13224;13225;13225;13225;13226;13227;13227;13227;13227;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13230;13230;13230;13230;13230;13230;13230;13230;13230;13230;13230;13230;13230;13230;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13229;13228;13228;13228;13228;13228;13228;13228;13228;13228;13228;13228;13228;13228;13228;13228
0;2;2;4;4;4;4;4;6;7;9;11;13;18;20;29;40;46;58;74;85;111;136;163;200;255;309;391;486;589;747;907;1090;1356;1657;2014;2480;3027;3651;4473;5397;6457;7659;9012;10516;12182;13809;15501;17223;18884;20375;21738;22896;23861;24673;25334;25880;26307;26613;26849;27022;27170;27275;27360;27428;27463;27490;27518;27539;27547;27554;27560;27563;27567;27570;27571;27573;27573;27574;27574;27575;27575;27575;27575;27576;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27577;27578;27578;27578;27578;27578;27578;27578;27578;27578;27578;27578;27578;27578;27576;27576;27576;27576;27576;27576;27577;27577;27577;27577;27577;27577;27577;27577;27577
0;1;1;1;2;2;3;3;3;5;6;7;8;9;13;16;21;24;33;44;53;65;82;99;122;150;182;226;272;343;417;516;636;776;970;1190;1448;1765;2146;2633;3228;3885;4692;5592;6629;7824;9112;10476;11937;13437;14912;16334;17604;18751;19834;20682;21392;21980;22456;22860;23136;23349;23501;23610;23711;23775;23834;23876;23910;23932;23946;23961;23969;23972;23979;23985;23987;23989;23990;23994;23997;23998;23999;24000;24000;24000;24000;24001;24001;24002;24002;23998;23998;23998;23998;23998;23998;23998;23998;23998;23998;23999;24000;24000;24000;24000;24000;24000;24000;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;24000;24000;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;24001;23999;23999;23999;23999;23999;24000;24001;24001;24001;24001;24001;24001;24001;24002;24002
0;1;2;2;2;4;5;8;8;12;16;21;25;33;40;48;60;74;98;120;155;192;245;300;369;454;585;715;866;1073;1306;1615;1966;2432;2972;3617;4379;5232;6289;7429;8797;10301;11898;13655;15453;17173;18856;20469;21894;23205;24364;25263;26057;26681;27144;27510;27786;28021;28163;28280;28369;28439;28484;28522;28554;28571;28576;28588;28597;28602;28605;28606;28608;28610;28613;28615;28611;28611;28613;28613;28613;28613;28613;28613;28613;28613;28613;28613;28613;28613;28613;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28612;28613;28613;28613;28614;28614;28614;28614;28614;28614;28614;28614;28614;28614;28614;28613;28613;28613;28613;28613;28613;28613;28613;28613;28613;28614;28614;28614;28614;28614
0;1;1;1;1;2;2;2;2;2;3;4;5;6;6;8;8;12;16;18;22;29;36;43;54;68;82;97;127;157;194;245;302;370;468;578;712;868;1044;1301;1595;1940;2368;2833;3370;4004;4758;5623;6538;7577;8675;9794;10936;12023;12999;13943;14740;15424;15994;16472;16827;17118;17339;17534;17647;17753;17841;17905;17949;17979;18008;18034;18044;18052;18062;18068;18073;18075;18076;18077;18080;18080;18080;18081;18082;18082;18082;18082;18082;18082;18082;18082;18082;18082;18083;18083;18083;18083;18083;18083;18083;18083;18083;18084;18084;18084;18082;18082;18082;18083;18083;18083;18083;18083;18083;18083;18083;18083;18084;18084;18085;18084;18084;18084;18084;18084;18084;18084;18084;18084;18084;18084;18084;18084;18084;18084;18083;18083;18083;18083;18083;18083;18083;18083;18083;18083;18083;18083;18083;18083;18083
0;2;2;3;3;4;5;8;12;13;17;20;24;31;40;47;57;78;94;119;144;182;229;275;344;426;523;660;816;1005;1223;1521;1873;2289;2784;3392;4088;4958;5924;6976;8239;9641;11053;12563;14056;15571;17006;18357;19548;20594;21460;22239;22810;23252;23649;23927;24158;24318;24429;24514;24578;24639;24671;24688;24708;24720;24730;24739;24744;24746;24748;24751;24754;24755;24755;24756;24757;24757;24757;24757;24757;24758;24758;24758;24758;24758;24758;24758;24758;24758;24758;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24758;24758;24758;24758;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24759;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757;24757
0;2;2;2;2;2;3;3;5;5;5;6;9;10;12;16;19;25;30;39;51;61;74;96;112;146;180;220;268;337;408;517;642;781;944;1168;1420;1742;2137;2608;3130;3776;4575;5423;6382;7468;8727;9978;11318;12654;14006;15268;16447;17404;18307;19041;19623;20102;20507;20801;20997;21158;21306;21416;21500;21558;21595;21624;21643;21659;21671;21681;21689;21696;21702;21706;21708;21709;21711;21712;21714;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21715;21713;21713;21713;21713;21713;21713;21713;21713;21713;21713;21713;21713;21713;21713;21713;21712;21713;21713;21713;21714;21714;21714;21714;21714;21714;21714;21714;21714;21714;21714;21712;21712;21712;21712;21712;21714;21714;21714;21715;21715;21715;21715;21715;21715;21715
0;1;2;2;3;4;4;5;6;8;9;11;12;18;19;25;32;39;47;58;73;89;119;141;170;209;259;317;383;461;583;708;863;1061;1322;1602;1965;2394;2888;3494;4245;5084;6009;7126;8323;9655;11102;12610;14198;15804;17268;18660;19847;20905;21796;22506;23094;23557;23942;24256;24482;24658;24799;24896;24972;25018;25061;25096;25120;25141;25158;25165;25175;25178;25183;25187;25187;25190;25190;25190;25190;25192;25192;25194;25194;25194;25194;25194;25194;25194;25194;25191;25191;25191;25191;25191;25191;25191;25191;25191;25191;25191;25191;25191;25192;25192;25189;25189;25189;25189;25189;25189;25189;25189;25189;25189;25189;25189;25189;25189;25189;25186;25186;25186;25186;25186;25186;25186;25186;25186;25186;25186;25186;25186;25186;25186;25184;25184;25184;25184;25184;25184;25184;25184;25184;25184;25184;25184;25184;25184;25184
