time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,2.0
170,2.0
180,2.0
190,3.0
200,4.0
210,4.0
220,6.0
230,7.0
240,8.0
250,10.0
260,13.0
270,16.0
280,20.0
290,24.0
300,30.0
310,34.0
320,45.0
330,54.0
340,67.0
350,83.0
360,100.0
370,124.0
380,154.0
390,186.0
400,218.0
410,265.0
420,325.0
430,373.0
440,447.0
450,521.0
460,578.0
470,651.0
480,689.0
490,735.0
500,803.0
510,897.0
520,964.0
530,1029.0
540,1070.0
550,1103.0
560,1120.0
570,1149.0
580,1162.0
590,1170.0
600,1180.0
610,1187.0
620,1188.0
630,1192.0
640,1192.0
650,1193.0
660,1195.0
670,1196.0
680,1197.0
690,1197.0
700,1197.0
710,1197.0
720,1197.0
730,1197.0
740,1197.0
750,1197.0
760,1197.0
770,1197.0
780,1197.0
790,1197.0
800,1197.0
810,1197.0
820,1197.0
830,1197.0
840,1197.0
850,1197.0
860,1197.0
870,1197.0
880,1197.0
890,1197.0
900,1197.0
910,1196.0
920,1196.0
930,1196.0
940,1196.0
950,1196.0
960,1196.0
970,1196.0
980,1196.0
990,1196.0
1000,1196.0
1010,1196.0
1020,1196.0
1030,1196.0
1040,1196.0
1050,1196.0
1060,1196.0
1070,1196.0
1080,1196.0
1090,1197.0
1100,1197.0
1110,1197.0
1120,1197.0
1130,1197.0
1140,1197.0
1150,1197.0
1160,1197.0
1170,1197.0
1180,1197.0
1190,1197.0
1200,1197.0
1210,1198.0
1220,1198.0
1230,1198.0
1240,1198.0
1250,1198.0
1260,1198.0
1270,1198.0
1280,1198.0
1290,1198.0
1300,1198.0
1310,1198.0
1320,1198.0
1330,1198.0
1340,1198.0
1350,1198.0
1360,1198.0
1370,1198.0
1380,1198.0
1390,1198.0
1400,1198.0
1410,1199.0
1420,1199.0
1430,1199.0
1440,1199.0
1450,1199.0
1460,1199.0
1470,1199.0
1480,1199.0
1490,1199.0
1500,1199.0
