time,median
0,0.0
10,1.0
20,1.0
30,2.0
40,2.0
50,3.0
60,4.0
70,5.0
80,6.0
90,7.0
100,8.0
110,10.0
120,12.0
130,12.0
140,16.0
150,19.0
160,24.0
170,31.0
180,37.0
190,47.0
200,56.0
210,72.0
220,87.0
230,106.0
240,130.0
250,171.0
260,214.0
270,266.0
280,316.0
290,391.0
300,499.0
310,616.0
320,743.0
330,934.0
340,1124.0
350,1402.0
360,1715.0
370,2110.0
380,2599.0
390,3165.0
400,3841.0
410,4651.0
420,5584.0
430,6687.0
440,7985.0
450,9405.0
460,10994.0
470,12675.0
480,14438.0
490,16264.0
500,18092.0
510,19768.0
520,21429.0
530,22985.0
540,24362.0
550,25512.0
560,26419.0
570,27186.0
580,27874.0
590,28404.0
600,28799.0
610,29092.0
620,29357.0
630,29518.0
640,29654.0
650,29713.0
660,29767.0
670,29801.0
680,29838.0
690,29863.0
700,29874.0
710,29893.0
720,29908.0
730,29927.0
740,29941.0
750,29944.0
760,29950.0
770,29957.0
780,29958.0
790,29959.0
800,29960.0
810,29960.0
820,29961.0
830,29961.0
840,29962.0
850,29964.0
860,29964.0
870,29965.0
880,29965.0
890,29965.0
900,29965.0
910,29965.0
920,29966.0
930,29966.0
940,29965.0
950,29966.0
960,29966.0
970,29967.0
980,29968.0
990,29968.0
1000,29968.0
