0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000
0;1;1;1;2;2;3;4;4;5;5;7;9;10;12;18;24;31;35;43;48;59;68;87;104;124;152;187;227;290;344;427;534;650;798;993;1222;1529;1854;2297;2789;3341;4040;4896;5856;6990;8296;9730;11338;13029;14775;16653;18431;20184;21793;23243;24519;25637;26579;27286;27909;28342;28672;28921;29122;29280;29403;29480;29544;29596;29631;29663;29689;29700;29709;29718;29724;29729;29730;29730;29733;29734;29731;29731;29731;29729;29729;29730;29729;29729;29729;29729;29731;29732;29732;29732;29732;29732;29732;29732;29730
0;1;1;2;2;3;4;5;5;6;8;8;9;11;15;17;18;21;26;34;44;51;62;73;95;107;131;165;202;259;318;382;482;580;707;876;1070;1321;1620;1963;2399;2938;3600;4366;5257;6298;7504;8932;10429;12073;13847;15734;17573;19364;21105;22636;24010;25203;26233;27079;27754;28297;28708;29036;29308;29490;29622;29727;29806;29863;29907;29927;29954;29970;29983;29991;29996;30007;30011;30012;30017;30018;30019;30021;30022;30019;30019;30019;30019;30019;30020;30019;30019;30020;30019;30019;30019;30017;30017;30017;30017
0;1;1;2;2;2;3;6;6;7;7;9;11;12;13;17;21;25;30;32;44;59;75;97;125;145;183;224;270;327;416;530;670;809;992;1220;1488;1832;2233;2726;3294;3996;4825;5811;6920;8224;9662;11241;13001;14818;16608;18467;20183;21845;23268;24567;25646;26541;27298;27902;28350;28698;28956;29151;29309;29421;29511;29571;29629;29675;29699;29721;29734;29746;29751;29758;29762;29766;29767;29766;29767;29768;29767;29767;29767;29772;29772;29773;29773;29773;29773;29772;29772;29772;29771;29771;29772;29772;29772;29773;29775
0;1;1;1;1;2;2;3;5;6;7;7;9;11;13;16;19;28;33;41;55;69;85;106;137;171;214;266;316;391;501;616;743;934;1124;1402;1715;2110;2599;3179;3875;4658;5614;6768;7985;9405;11010;12724;14472;16355;18216;20017;21745;23198;24514;25604;26619;27386;28001;28511;28846;29131;29364;29515;29654;29769;29866;29912;29952;29984;29998;30015;30027;30035;30040;30045;30049;30051;30051;30048;30050;30050;30051;30051;30051;30052;30052;30052;30052;30052;30052;30051;30051;30052;30052;30052;30052;30051;30054;30054;30052
0;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;4;4;6;7;7;8;9;11;14;17;20;26;35;41;54;64;82;99;119;156;185;223;282;337;414;515;636;772;942;1150;1431;1720;2136;2623;3172;3866;4709;5692;6766;8019;9483;11072;12763;14509;16386;18222;20047;21717;23247;24571;25692;26635;27372;27954;28432;28800;29059;29262;29430;29558;29666;29744;29782;29833;29859;29887;29902;29909;29915;29926;29931;29931;29933;29935;29939;29941;29942;29942;29942;29943;29944;29944;29945;29943
0;1;2;2;3;5;6;7;11;13;16;19;25;32;36;43;57;70;86;104;131;164;195;233;285;361;444;553;689;874;1062;1318;1618;2017;2458;2956;3640;4389;5300;6351;7537;8881;10412;12066;13833;15678;17480;19320;21024;22624;24049;25234;26274;27116;27802;28337;28753;29042;29279;29455;29596;29708;29777;29851;29892;29923;29942;29962;29975;29980;29983;29991;29995;29999;30000;30003;30000;30001;30001;29999;29999;29999;29998;29999;30000;30000;30000;30001;30004;30005;30006;30007;30007;30007;30008;30008;30008;30008;30009;30009;30008
0;1;1;2;2;3;4;4;5;7;10;12;12;12;16;22;28;36;44;54;62;72;88;108;129;160;205;256;312;389;469;591;724;890;1103;1367;1675;2050;2487;3043;3708;4481;5405;6437;7608;8949;10542;12149;13972;15831;17692;19526;21298;22835;24196;25367;26370;27186;27874;28404;28799;29092;29343;29518;29661;29754;29833;29897;29937;29965;29989;29999;30011;30025;30036;30042;30044;30047;30051;30054;30062;30063;30062;30062;30062;30060;30060;30061;30061;30062;30063;30063;30063;30063;30063;30063;30063;30061;30061;30062;30060
0;1;1;2;2;3;3;5;7;7;8;10;13;14;18;19;22;30;37;47;56;73;87;105;130;171;217;269;337;418;499;624;764;943;1163;1436;1760;2148;2609;3165;3841;4651;5584;6687;8008;9419;10994;12675;14438;16264;18092;19768;21429;22985;24362;25512;26419;27161;27785;28254;28622;28920;29157;29322;29455;29535;29602;29672;29702;29749;29766;29785;29800;29804;29810;29812;29812;29816;29819;29819;29821;29821;29819;29821;29822;29822;29823;29823;29822;29822;29822;29821;29821;29821;29823;29824;29824;29824;29825;29825;29822
0;2;2;3;3;4;6;6;8;12;15;18;20;25;31;38;50;67;75;94;116;140;174;214;265;332;409;502;622;765;938;1152;1417;1753;2141;2586;3127;3834;4651;5536;6644;7887;9306;10863;12562;14389;16225;18108;19885;21565;23146;24392;25513;26471;27239;27888;28362;28722;29009;29234;29403;29510;29619;29693;29737;29778;29814;29839;29857;29870;29874;29881;29891;29896;29898;29901;29902;29903;29904;29904;29905;29908;29905;29907;29907;29908;29908;29908;29908;29908;29908;29907;29907;29907;29904;29904;29905;29904;29905;29905;29903
0;1;2;2;3;3;4;4;4;4;5;6;8;8;11;13;17;22;24;30;37;45;59;70;85;99;125;155;193;233;282;361;456;554;685;840;1020;1260;1545;1885;2305;2831;3450;4217;5121;6122;7333;8671;10203;11769;13577;15373;17216;19040;20759;22381;23916;25163;26183;27066;27759;28293;28749;29097;29349;29525;29666;29766;29838;29893;29931;29957;29982;30005;30017;30029;30034;30039;30041;30047;30054;30058;30060;30060;30061;30061;30061;30061;30059;30059;30059;30060;30060;30060;30061;30062;30062;30059;30059;30061;30060
