time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,1.0
230,1.0
240,1.0
250,1.0
260,1.0
270,1.0
280,1.0
290,1.0
300,1.0
310,1.0
320,2.0
330,2.0
340,2.0
350,2.0
360,2.0
370,2.0
380,3.0
390,4.0
400,4.0
410,4.0
420,5.0
430,6.0
440,8.0
450,11.0
460,13.0
470,14.0
480,18.0
490,21.0
500,22.0
510,24.0
520,25.0
530,27.0
540,29.0
550,30.0
560,30.0
570,30.0
580,30.0
590,31.0
600,31.0
610,31.0
620,31.0
630,31.0
640,31.0
650,31.0
660,31.0
670,31.0
680,31.0
690,31.0
700,31.0
710,31.0
720,31.0
730,31.0
740,31.0
750,31.0
760,31.0
770,31.0
780,31.0
790,31.0
800,31.0
810,31.0
820,31.0
830,31.0
840,31.0
850,31.0
860,31.0
870,31.0
880,31.0
890,31.0
900,31.0
910,31.0
920,31.0
930,31.0
940,31.0
950,31.0
960,31.0
970,31.0
980,31.0
990,31.0
1000,31.0
1010,31.0
1020,31.0
1030,31.0
1040,31.0
1050,31.0
1060,31.0
1070,31.0
1080,31.0
1090,31.0
1100,31.0
1110,31.0
1120,31.0
1130,31.0
1140,31.0
1150,31.0
1160,31.0
1170,31.0
1180,31.0
1190,31.0
1200,31.0
1210,31.0
1220,31.0
1230,31.0
1240,31.0
1250,31.0
1260,31.0
1270,31.0
1280,31.0
1290,31.0
1300,31.0
1310,31.0
1320,31.0
1330,31.0
1340,31.0
1350,31.0
1360,31.0
1370,31.0
1380,31.0
1390,31.0
1400,31.0
1410,31.0
1420,31.0
1430,31.0
1440,31.0
1450,31.0
1460,31.0
1470,31.0
1480,31.0
1490,31.0
1500,31.0
