time,median
0,0.0
10,1.0
20,2.0
30,2.0
40,2.0
50,3.0
60,3.0
70,5.0
80,6.0
90,7.0
100,9.0
110,10.0
120,14.0
130,18.0
140,21.0
150,27.0
160,35.0
170,41.0
180,51.0
190,64.0
200,81.0
210,100.0
220,127.0
230,156.0
240,192.0
250,228.0
260,286.0
270,353.0
280,440.0
290,539.0
300,669.0
310,818.0
320,1008.0
330,1250.0
340,1529.0
350,1890.0
360,2273.0
370,2779.0
380,3394.0
390,4104.0
400,4942.0
410,5885.0
420,7068.0
430,8398.0
440,9838.0
450,11409.0
460,13124.0
470,15006.0
480,16799.0
490,18595.0
500,20364.0
510,21978.0
520,23427.0
530,24715.0
540,25854.0
550,26687.0
560,27412.0
570,27991.0
580,28474.0
590,28823.0
600,29078.0
610,29310.0
620,29459.0
630,29588.0
640,29671.0
650,29742.0
660,29786.0
670,29820.0
680,29864.0
690,29908.0
700,29934.0
710,29941.0
720,29945.0
730,29948.0
740,29948.0
750,29951.0
760,29951.0
770,29955.0
780,29955.0
790,29954.0
800,29955.0
810,29955.0
820,29954.0
830,29954.0
840,29954.0
850,29954.0
860,29955.0
870,29955.0
880,29955.0
890,29955.0
900,29956.0
910,29956.0
920,29956.0
930,29956.0
940,29955.0
950,29955.0
960,29955.0
970,29956.0
980,29956.0
990,29956.0
1000,29955.0
