time,median
0,0.0
10,2.0
20,2.0
30,3.0
40,4.0
50,4.0
60,5.0
70,5.0
80,6.0
90,7.0
100,8.0
110,9.0
120,9.0
130,10.0
140,10.0
150,11.0
160,12.0
170,12.0
180,13.0
190,13.0
200,14.0
210,15.0
220,16.0
230,18.0
240,18.0
250,18.0
260,19.0
270,20.0
280,20.0
290,22.0
300,22.0
310,23.0
320,24.0
330,24.0
340,26.0
350,27.0
360,27.0
370,28.0
380,28.0
390,29.0
400,29.0
410,31.0
420,31.0
430,31.0
440,32.0
450,33.0
460,33.0
470,34.0
480,34.0
490,34.0
500,34.0
510,34.0
520,35.0
530,35.0
540,35.0
550,35.0
560,35.0
570,35.0
580,35.0
590,35.0
600,35.0
610,35.0
620,35.0
630,35.0
640,35.0
650,35.0
660,35.0
670,35.0
680,35.0
690,35.0
700,35.0
710,35.0
720,35.0
730,35.0
740,35.0
750,35.0
760,35.0
770,35.0
780,35.0
790,35.0
800,35.0
810,35.0
820,35.0
830,35.0
840,35.0
850,35.0
860,35.0
870,35.0
880,35.0
890,35.0
900,35.0
910,35.0
920,35.0
930,35.0
940,35.0
950,35.0
960,35.0
970,35.0
980,35.0
990,35.0
1000,35.0
