time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,2.0
140,2.0
150,3.0
160,4.0
170,4.0
180,5.0
190,7.0
200,8.0
210,9.0
220,12.0
230,14.0
240,18.0
250,21.0
260,28.0
270,31.0
280,38.0
290,48.0
300,59.0
310,74.0
320,93.0
330,120.0
340,147.0
350,178.0
360,217.0
370,264.0
380,327.0
390,392.0
400,468.0
410,570.0
420,675.0
430,793.0
440,930.0
450,1072.0
460,1228.0
470,1379.0
480,1543.0
490,1663.0
500,1877.0
510,2032.0
520,2154.0
530,2270.0
540,2359.0
550,2429.0
560,2491.0
570,2528.0
580,2568.0
590,2590.0
600,2614.0
610,2630.0
620,2643.0
630,2646.0
640,2651.0
650,2652.0
660,2658.0
670,2661.0
680,2664.0
690,2665.0
700,2666.0
710,2668.0
720,2668.0
730,2668.0
740,2668.0
750,2668.0
760,2669.0
770,2670.0
780,2670.0
790,2670.0
800,2671.0
810,2671.0
820,2671.0
830,2671.0
840,2671.0
850,2671.0
860,2671.0
870,2671.0
880,2671.0
890,2671.0
900,2671.0
910,2671.0
920,2671.0
930,2671.0
940,2671.0
950,2672.0
960,2672.0
970,2672.0
980,2672.0
990,2672.0
1000,2672.0
1010,2672.0
1020,2672.0
1030,2672.0
1040,2672.0
1050,2672.0
1060,2672.0
1070,2672.0
1080,2672.0
1090,2672.0
1100,2672.0
1110,2672.0
1120,2672.0
1130,2672.0
1140,2672.0
1150,2672.0
1160,2672.0
1170,2672.0
1180,2673.0
1190,2673.0
1200,2673.0
1210,2673.0
1220,2673.0
1230,2673.0
1240,2673.0
1250,2673.0
1260,2673.0
1270,2673.0
1280,2673.0
1290,2673.0
1300,2673.0
1310,2673.0
1320,2673.0
1330,2673.0
1340,2673.0
1350,2673.0
1360,2673.0
1370,2673.0
1380,2673.0
1390,2673.0
1400,2673.0
1410,2673.0
1420,2673.0
1430,2673.0
1440,2673.0
1450,2673.0
1460,2673.0
1470,2673.0
1480,2673.0
1490,2673.0
1500,2673.0
