time,median
0,0.0
10,1.0
20,2.0
30,2.0
40,2.0
50,2.0
60,3.0
70,4.0
80,5.0
90,7.0
100,8.0
110,11.0
120,12.0
130,14.0
140,17.0
150,21.0
160,27.0
170,34.0
180,44.0
190,57.0
200,67.0
210,84.0
220,98.0
230,126.0
240,157.0
250,201.0
260,239.0
270,311.0
280,372.0
290,454.0
300,569.0
310,701.0
320,843.0
330,1054.0
340,1278.0
350,1579.0
360,1934.0
370,2352.0
380,2885.0
390,3475.0
400,4191.0
410,5015.0
420,6002.0
430,7118.0
440,8402.0
450,9847.0
460,11404.0
470,13089.0
480,14658.0
490,16057.0
500,17605.0
510,19142.0
520,20422.0
530,21593.0
540,22577.0
550,23396.0
560,23886.0
570,24455.0
580,24812.0
590,25144.0
600,25389.0
610,25577.0
620,25769.0
630,25995.0
640,26089.0
650,26159.0
660,26200.0
670,26227.0
680,26251.0
690,26266.0
700,26276.0
710,26285.0
720,26294.0
730,26300.0
740,26302.0
750,26304.0
760,26312.0
770,26316.0
780,26318.0
790,26319.0
800,26320.0
810,26321.0
820,26321.0
830,26322.0
840,26322.0
850,26322.0
860,26322.0
870,26322.0
880,26322.0
890,26322.0
900,26322.0
910,26323.0
920,26324.0
930,26324.0
940,26324.0
950,26324.0
960,26324.0
970,26324.0
980,26324.0
990,26324.0
1000,26324.0
1010,26324.0
1020,26324.0
1030,26324.0
1040,26324.0
1050,26324.0
1060,26323.0
1070,26323.0
1080,26323.0
1090,26323.0
1100,26323.0
1110,26323.0
1120,26323.0
1130,26324.0
1140,26324.0
1150,26324.0
1160,26324.0
1170,26324.0
1180,26324.0
1190,26324.0
1200,26324.0
1210,26323.0
1220,26325.0
1230,26325.0
1240,26325.0
1250,26326.0
1260,26326.0
1270,26326.0
1280,26326.0
1290,26326.0
1300,26326.0
1310,26326.0
1320,26326.0
1330,26326.0
1340,26326.0
1350,26326.0
1360,26325.0
1370,26325.0
1380,26325.0
1390,26325.0
1400,26325.0
1410,26325.0
1420,26326.0
1430,26326.0
1440,26326.0
1450,26326.0
1460,26326.0
1470,26326.0
1480,26326.0
1490,26326.0
1500,26326.0
