time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,2.0
200,2.0
210,2.0
220,3.0
230,4.0
240,4.0
250,5.0
260,6.0
270,9.0
280,10.0
290,12.0
300,17.0
310,18.0
320,25.0
330,32.0
340,41.0
350,50.0
360,65.0
370,73.0
380,92.0
390,109.0
400,128.0
410,150.0
420,178.0
430,213.0
440,246.0
450,279.0
460,327.0
470,371.0
480,417.0
490,459.0
500,504.0
510,545.0
520,576.0
530,607.0
540,636.0
550,665.0
560,687.0
570,711.0
580,719.0
590,724.0
600,726.0
610,727.0
620,729.0
630,735.0
640,741.0
650,746.0
660,747.0
670,753.0
680,754.0
690,754.0
700,754.0
710,754.0
720,754.0
730,755.0
740,755.0
750,755.0
760,755.0
770,755.0
780,755.0
790,755.0
800,755.0
810,755.0
820,755.0
830,755.0
840,755.0
850,755.0
860,755.0
870,755.0
880,755.0
890,755.0
900,755.0
910,755.0
920,755.0
930,755.0
940,755.0
950,755.0
960,755.0
970,755.0
980,755.0
990,755.0
1000,755.0
1010,755.0
1020,755.0
1030,755.0
1040,755.0
1050,755.0
1060,755.0
1070,755.0
1080,755.0
1090,755.0
1100,755.0
1110,755.0
1120,755.0
1130,755.0
1140,755.0
1150,755.0
1160,755.0
1170,755.0
1180,755.0
1190,755.0
1200,756.0
1210,756.0
1220,756.0
1230,756.0
1240,756.0
1250,756.0
1260,756.0
1270,756.0
1280,756.0
1290,756.0
1300,756.0
1310,756.0
1320,756.0
1330,756.0
1340,756.0
1350,756.0
1360,756.0
1370,756.0
1380,756.0
1390,756.0
1400,756.0
1410,756.0
1420,756.0
1430,756.0
1440,756.0
1450,756.0
1460,756.0
1470,756.0
1480,756.0
1490,756.0
1500,756.0
