0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000
0;2;2;3;3;3;4;6;7;9;11;12;15;17;22;32;37;46;55;69;81;100;128;156;192;239;289;353;440;549;691;867;1053;1293;1572;1915;2325;2862;3492;4238;5089;6077;7239;8560;10035;11703;13359;15158;16994;18839;20547;22184;23569;24810;25878;26729;27414;27991;28478;28801;29060;29255;29412;29537;29611;29670;29708;29739;29766;29786;29798;29806;29816;29821;29830;29833;29835;29835;29836;29837;29837;29837;29836;29837;29838;29839;29840;29841;29839;29839;29839;29841;29841;29841;29841;29841;29841;29842;29843;29843;29841
0;2;2;2;3;3;5;6;8;10;11;11;16;19;26;31;37;45;54;69;85;105;128;161;198;226;284;363;448;539;664;810;1005;1250;1529;1890;2273;2779;3394;4104;4942;5885;7068;8398;9838;11377;13111;14888;16711;18554;20245;21873;23357;24658;25742;26639;27386;27981;28421;28780;29076;29310;29459;29573;29663;29726;29767;29805;29835;29853;29868;29881;29888;29889;29893;29897;29902;29903;29904;29908;29909;29912;29910;29911;29911;29909;29909;29910;29907;29907;29908;29904;29904;29905;29903;29905;29905;29905;29906;29906;29906
0;1;1;1;1;2;2;2;2;2;3;4;6;8;10;12;15;18;20;24;29;40;48;57;69;93;114;140;171;214;260;326;395;489;600;751;923;1133;1420;1721;2105;2571;3127;3835;4666;5602;6729;7956;9408;10945;12680;14453;16288;18065;19791;21444;22986;24255;25379;26337;27114;27743;28249;28619;28915;29127;29292;29422;29529;29592;29649;29680;29701;29723;29739;29751;29757;29766;29771;29775;29779;29782;29786;29787;29788;29789;29791;29791;29791;29792;29792;29791;29791;29791;29789;29789;29790;29789;29791;29792;29790
0;1;1;2;2;2;3;5;5;7;8;10;11;15;19;25;33;37;46;57;72;85;111;132;159;202;242;303;364;463;562;707;879;1085;1332;1652;2025;2460;3028;3635;4399;5303;6316;7531;8882;10368;12011;13793;15609;17480;19278;21022;22618;23989;25160;26174;26992;27654;28161;28552;28887;29113;29299;29433;29559;29628;29695;29734;29765;29786;29814;29827;29838;29844;29847;29852;29854;29858;29860;29861;29862;29863;29860;29862;29862;29860;29861;29861;29861;29863;29864;29863;29864;29864;29863;29864;29865;29864;29864;29864;29862
0;1;1;1;2;2;2;2;4;4;4;4;6;7;9;12;14;19;21;25;30;38;48;62;77;101;128;159;202;242;303;374;467;568;722;881;1095;1345;1644;2028;2477;2996;3670;4427;5386;6453;7654;9091;10543;12216;14006;15847;17672;19481;21228;22708;24090;25279;26267;27089;27749;28273;28694;28984;29187;29371;29505;29614;29679;29728;29766;29802;29830;29845;29860;29869;29873;29875;29878;29881;29881;29882;29883;29884;29884;29884;29886;29887;29889;29890;29890;29889;29889;29891;29891;29892;29893;29891;29891;29891;29890
0;1;2;2;3;4;6;7;7;9;10;17;18;22;28;33;40;48;63;74;89;107;133;156;195;247;318;392;492;619;770;963;1166;1457;1773;2185;2671;3263;3992;4834;5851;6938;8243;9689;11347;13021;14822;16681;18507;20324;22006;23542;24835;25949;26858;27598;28201;28707;29081;29352;29573;29736;29852;29944;30000;30056;30089;30116;30144;30168;30180;30189;30196;30200;30209;30211;30211;30212;30212;30209;30209;30209;30210;30211;30211;30212;30212;30212;30213;30213;30213;30213;30214;30214;30211;30211;30211;30209;30210;30211;30211
0;2;2;3;5;6;7;9;12;14;18;21;27;34;40;56;66;80;106;134;165;215;260;327;401;504;612;758;950;1171;1441;1751;2147;2643;3217;3904;4749;5701;6812;8076;9510;11147;12879;14779;16563;18411;20208;21904;23355;24707;25857;26786;27515;28111;28607;28966;29256;29483;29657;29771;29863;29935;29987;30026;30052;30074;30090;30100;30106;30117;30119;30127;30131;30130;30133;30134;30135;30136;30136;30134;30134;30134;30135;30136;30137;30136;30136;30136;30135;30135;30136;30135;30135;30136;30135;30136;30136;30136;30136;30136;30134
0;1;1;2;2;3;3;4;4;6;7;10;13;19;20;26;35;37;45;54;71;82;108;134;161;196;253;323;390;472;597;736;908;1125;1384;1689;2074;2536;3108;3749;4539;5495;6562;7772;9152;10734;12423;14170;16071;17913;19718;21436;22994;24353;25516;26484;27297;27962;28496;28896;29193;29452;29617;29756;29839;29924;29975;30012;30044;30066;30087;30097;30107;30108;30116;30123;30125;30126;30127;30127;30128;30129;30129;30129;30129;30128;30129;30129;30129;30129;30130;30128;30128;30128;30127;30127;30128;30127;30127;30127;30126
0;2;2;3;3;4;5;6;7;7;7;8;11;14;17;24;25;32;39;48;56;66;85;105;130;156;207;261;325;413;493;633;767;948;1174;1431;1762;2166;2652;3246;3961;4770;5737;6905;8199;9667;11286;13031;14766;16640;18521;20189;21902;23381;24636;25737;26614;27337;27888;28376;28727;28968;29160;29335;29459;29546;29608;29664;29692;29717;29733;29757;29769;29778;29785;29793;29792;29797;29802;29804;29805;29807;29805;29805;29806;29806;29806;29806;29804;29805;29805;29807;29807;29807;29806;29807;29807;29805;29806;29806;29804
0;1;1;2;2;3;3;5;6;7;9;10;14;18;21;25;32;41;51;66;82;104;127;154;181;228;286;345;441;543;672;818;1008;1218;1505;1858;2265;2748;3334;4076;4867;5849;7018;8342;9830;11409;13124;15006;16799;18595;20364;21978;23427;24715;25854;26687;27412;28033;28449;28825;29103;29319;29483;29588;29671;29742;29786;29820;29848;29865;29868;29879;29884;29892;29898;29904;29903;29905;29907;29908;29909;29910;29909;29909;29911;29911;29912;29914;29915;29916;29916;29915;29915;29915;29915;29915;29916;29916;29916;29916;29914
