time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,1.0
230,1.0
240,1.0
250,1.0
260,1.0
270,1.0
280,1.0
290,1.0
300,1.0
310,1.0
320,2.0
330,2.0
340,2.0
350,2.0
360,3.0
370,4.0
380,5.0
390,5.0
400,7.0
410,9.0
420,10.0
430,12.0
440,15.0
450,18.0
460,20.0
470,22.0
480,26.0
490,29.0
500,33.0
510,35.0
520,37.0
530,39.0
540,40.0
550,42.0
560,43.0
570,44.0
580,44.0
590,44.0
600,44.0
610,46.0
620,46.0
630,46.0
640,46.0
650,46.0
660,46.0
670,46.0
680,46.0
690,46.0
700,46.0
710,46.0
720,46.0
730,46.0
740,46.0
750,46.0
760,46.0
770,46.0
780,46.0
790,46.0
800,46.0
810,46.0
820,46.0
830,46.0
840,46.0
850,46.0
860,46.0
870,46.0
880,46.0
890,46.0
900,46.0
910,46.0
920,46.0
930,46.0
940,46.0
950,46.0
960,46.0
970,46.0
980,46.0
990,46.0
1000,46.0
1010,46.0
1020,46.0
1030,46.0
1040,46.0
1050,46.0
1060,46.0
1070,46.0
1080,46.0
1090,46.0
1100,46.0
1110,46.0
1120,46.0
1130,46.0
1140,46.0
1150,46.0
1160,46.0
1170,46.0
1180,46.0
1190,46.0
1200,46.0
1210,46.0
1220,46.0
1230,46.0
1240,46.0
1250,46.0
1260,46.0
1270,46.0
1280,46.0
1290,46.0
1300,46.0
1310,46.0
1320,46.0
1330,46.0
1340,46.0
1350,46.0
1360,46.0
1370,46.0
1380,46.0
1390,46.0
1400,46.0
1410,46.0
1420,46.0
1430,46.0
1440,46.0
1450,46.0
1460,46.0
1470,46.0
1480,46.0
1490,46.0
1500,46.0
