0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000
0;1;2;2;3;3;4;5;7;7;11;15;19;21;25;28;37;49;58;79;100;115;134;167;199;243;300;355;438;534;671;825;985;1212;1494;1849;2255;2768;3338;4075;4935;5907;7042;8402;9807;11398;13104;14944;16681;18499;20244;21886;23341;24611;25730;26602;27364;27965;28419;28739;28978;29161;29310;29436;29513;29592;29644;29675;29702;29718;29737;29750;29756;29760;29766;29772;29773;29774;29775;29774;29774;29774;29773;29774;29775;29774;29776;29778;29776;29777;29777;29774;29775;29776;29774;29774;29775;29773;29773;29773;29773
0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;4;4;5;9;9;14;17;19;26;33;40;47;58;73;91;110;138;165;201;240;288;360;447;557;696;850;1053;1301;1616;2003;2438;2962;3613;4342;5220;6314;7539;8837;10353;12027;13760;15610;17481;19253;20997;22604;23978;25207;26235;27101;27772;28285;28694;29004;29236;29421;29570;29683;29759;29810;29849;29877;29905;29936;29951;29963;29970;29974;29976;29982;29984;29985;29986;29987;29988;29988;29989;29989;29992;29992;29991
0;1;1;1;1;2;2;2;2;2;2;2;2;3;3;5;5;5;7;9;12;15;16;21;27;33;39;53;65;81;105;127;152;189;231;292;363;455;562;695;854;1050;1291;1573;1914;2366;2908;3528;4316;5207;6277;7496;8829;10326;12003;13769;15572;17399;19264;20946;22523;23937;25097;26148;26992;27673;28231;28630;28962;29187;29382;29519;29632;29707;29760;29819;29856;29884;29903;29911;29922;29932;29936;29941;29941;29943;29944;29945;29946;29946;29948;29947;29948;29949;29949;29950;29950;29950;29951;29953;29950
0;2;2;2;4;6;6;9;13;16;21;25;27;33;38;47;57;74;90;117;148;180;224;275;335;420;519;651;817;995;1240;1534;1886;2300;2796;3416;4153;5034;6046;7183;8488;10027;11692;13390;15236;17124;19068;20852;22538;23953;25238;26281;27173;27904;28441;28858;29167;29405;29612;29750;29845;29924;29978;30019;30057;30076;30099;30111;30124;30129;30129;30136;30139;30142;30142;30145;30145;30146;30147;30147;30149;30150;30149;30150;30151;30148;30148;30149;30149;30150;30151;30152;30152;30152;30152;30152;30152;30151;30151;30151;30150
0;1;1;1;1;1;1;1;2;2;3;5;5;6;6;6;6;10;11;15;18;22;25;32;38;51;59;74;94;111;140;170;210;264;326;403;473;600;729;909;1108;1361;1673;2046;2486;3018;3668;4431;5350;6379;7626;8972;10503;12121;13903;15729;17571;19474;21168;22689;24057;25219;26262;27048;27715;28184;28615;28925;29161;29335;29463;29562;29644;29714;29767;29796;29823;29840;29850;29855;29861;29865;29866;29869;29872;29870;29871;29871;29868;29870;29871;29871;29872;29872;29872;29873;29873;29873;29873;29873;29871
0;1;1;1;1;1;2;2;2;2;2;3;4;4;6;9;10;11;15;18;23;28;36;42;54;69;79;102;129;159;195;237;294;365;442;540;669;821;1004;1232;1516;1869;2287;2785;3402;4133;5000;6005;7189;8441;9944;11523;13260;15068;16873;18681;20411;22071;23507;24853;25916;26808;27483;28026;28490;28850;29158;29341;29499;29614;29698;29748;29789;29816;29848;29868;29881;29890;29891;29898;29903;29906;29909;29910;29912;29910;29910;29911;29907;29907;29908;29907;29907;29907;29903;29903;29905;29905;29905;29906;29905
0;2;2;3;5;5;6;8;10;14;16;23;27;33;38;50;58;72;82;101;126;154;189;243;307;370;467;584;730;895;1123;1346;1643;1976;2460;2972;3578;4395;5297;6393;7617;8973;10489;12145;13932;15798;17600;19402;21105;22659;24029;25227;26274;27096;27769;28318;28740;29070;29308;29473;29608;29702;29772;29834;29888;29921;29951;29976;29986;29994;30000;30006;30009;30009;30012;30015;30015;30017;30018;30018;30019;30020;30019;30020;30021;30021;30021;30021;30018;30018;30019;30017;30017;30018;30018;30019;30019;30018;30020;30020;30017
0;2;2;3;6;6;10;13;15;19;23;29;36;42;51;60;77;98;114;142;178;218;257;326;402;495;627;780;964;1169;1462;1826;2228;2724;3345;4024;4835;5843;6972;8275;9788;11356;13083;14949;16795;18679;20413;22068;23548;24820;25918;26856;27567;28185;28661;29003;29275;29482;29622;29743;29826;29889;29933;29974;29996;30016;30027;30033;30037;30048;30055;30059;30064;30065;30067;30070;30069;30071;30072;30070;30070;30070;30071;30071;30071;30069;30071;30071;30070;30070;30071;30071;30071;30071;30068;30068;30069;30068;30068;30069;30067
0;2;2;4;4;5;5;7;8;10;13;17;21;26;36;45;54;61;74;88;110;135;160;193;246;306;381;465;573;706;880;1088;1318;1630;2013;2421;2982;3602;4391;5296;6380;7587;8984;10526;12166;13874;15678;17481;19307;21048;22585;23958;25160;26225;27046;27735;28228;28677;28964;29205;29373;29511;29615;29704;29760;29803;29841;29868;29884;29898;29906;29920;29923;29927;29932;29936;29939;29939;29940;29940;29940;29942;29941;29942;29943;29942;29943;29943;29942;29942;29943;29943;29943;29944;29942;29943;29943;29944;29944;29945;29943
0;1;1;1;1;1;1;1;1;1;1;1;2;2;3;4;5;6;6;8;8;12;12;18;22;31;39;49;61;77;98;119;152;190;239;305;374;445;538;674;844;1023;1259;1567;1902;2368;2879;3498;4228;5113;6154;7291;8677;10092;11686;13515;15387;17320;19119;20853;22463;23936;25176;26259;27140;27808;28365;28808;29162;29392;29583;29734;29854;29925;29978;30023;30057;30085;30098;30109;30119;30126;30136;30137;30139;30141;30143;30144;30147;30149;30150;30149;30150;30150;30146;30146;30147;30145;30145;30145;30145
0;1;1;1;1;1;1;2;2;3;4;6;6;8;14;16;18;25;34;43;53;67;84;105;129;162;205;261;321;400;498;606;752;935;1165;1431;1761;2177;2657;3215;3927;4780;5786;6931;8175;9626;11194;12936;14741;16590;18423;20174;21870;23385;24669;25823;26729;27525;28118;28606;28946;29215;29423;29588;29726;29823;29891;29959;29996;30019;30043;30065;30077;30091;30097;30101;30101;30103;30108;30106;30108;30108;30107;30107;30107;30103;30104;30104;30105;30105;30105;30106;30106;30106;30105;30105;30105;30105;30105;30105;30104
0;1;1;1;2;2;2;2;2;3;5;5;6;6;9;11;12;14;15;18;20;29;31;36;42;54;66;81;97;119;154;195;236;302;368;447;578;718;884;1068;1317;1611;1948;2388;2934;3522;4259;5160;6177;7363;8730;10277;11927;13674;15484;17367;19211;20977;22595;24028;25319;26338;27222;27917;28471;28891;29231;29465;29657;29792;29887;29969;30025;30080;30110;30138;30150;30169;30180;30184;30192;30199;30198;30202;30203;30205;30206;30207;30207;30207;30207;30207;30207;30209;30208;30208;30208;30209;30210;30210;30209
0;1;1;1;1;1;2;2;4;4;5;6;7;8;10;14;17;24;29;33;40;48;59;73;88;109;136;163;188;233;282;353;435;546;682;833;1019;1253;1517;1841;2264;2773;3351;4085;4928;5930;7049;8383;9861;11506;13265;15045;16833;18686;20430;22064;23540;24822;25906;26761;27477;28062;28543;28875;29133;29329;29498;29611;29698;29757;29826;29865;29892;29914;29932;29938;29947;29956;29961;29965;29968;29969;29968;29969;29971;29974;29976;29976;29975;29976;29976;29975;29976;29976;29975;29977;29977;29977;29977;29978;29978
0;1;1;2;2;2;2;3;5;6;8;8;9;12;14;18;23;26;34;43;51;62;79;101;127;155;200;233;290;368;453;566;691;877;1092;1331;1655;2049;2507;3046;3728;4496;5426;6504;7726;9120;10708;12358;14070;15963;17785;19563;21246;22818;24134;25337;26362;27168;27793;28287;28670;28987;29214;29383;29527;29615;29688;29737;29777;29808;29838;29857;29865;29871;29889;29892;29899;29900;29902;29901;29903;29904;29904;29904;29905;29905;29905;29906;29904;29905;29905;29904;29904;29905;29901;29902;29903;29903;29904;29904;29902
0;1;1;2;2;3;3;4;5;5;7;8;12;17;19;22;29;34;42;53;72;87;105;137;172;218;279;345;422;516;623;774;961;1172;1443;1775;2173;2657;3295;3958;4766;5702;6809;8072;9429;11013;12642;14430;16247;18087;19817;21459;22928;24198;25333;26301;27064;27714;28210;28576;28880;29082;29265;29394;29487;29550;29597;29645;29675;29700;29710;29726;29737;29750;29755;29755;29758;29761;29767;29768;29770;29770;29770;29771;29773;29772;29773;29773;29771;29771;29771;29771;29771;29772;29770;29771;29771;29770;29771;29772;29770
