time,median
0,0.0
10,1.0
20,1.0
30,2.0
40,2.0
50,2.0
60,2.0
70,3.0
80,4.0
90,4.0
100,5.0
110,7.0
120,8.0
130,11.0
140,14.0
150,17.0
160,21.0
170,25.0
180,34.0
190,43.0
200,52.0
210,67.0
220,84.0
230,101.0
240,127.0
250,155.0
260,200.0
270,246.0
280,304.0
290,378.0
300,453.0
310,566.0
320,691.0
330,877.0
340,1092.0
350,1331.0
360,1655.0
370,2049.0
380,2507.0
390,3046.0
400,3728.0
410,4496.0
420,5426.0
430,6504.0
440,7726.0
450,9120.0
460,10708.0
470,12358.0
480,14070.0
490,15963.0
500,17785.0
510,19563.0
520,21246.0
530,22818.0
540,24134.0
550,25337.0
560,26362.0
570,27168.0
580,27793.0
590,28287.0
600,28678.0
610,29019.0
620,29231.0
630,29394.0
640,29513.0
650,29592.0
660,29644.0
670,29675.0
680,29702.0
690,29792.0
700,29838.0
710,29865.0
720,29892.0
730,29916.0
740,29932.0
750,29936.0
760,29939.0
770,29939.0
780,29942.0
790,29946.0
800,29947.0
810,29947.0
820,29948.0
830,29949.0
840,29951.0
850,29963.0
860,29970.0
870,29974.0
880,29975.0
890,29976.0
900,29976.0
910,29975.0
920,29976.0
930,29976.0
940,29975.0
950,29977.0
960,29977.0
970,29977.0
980,29977.0
990,29978.0
1000,29978.0
