time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,2.0
180,2.0
190,2.0
200,3.0
210,4.0
220,4.0
230,5.0
240,6.0
250,8.0
260,10.0
270,12.0
280,16.0
290,19.0
300,26.0
310,31.0
320,35.0
330,41.0
340,52.0
350,64.0
360,79.0
370,97.0
380,118.0
390,141.0
400,175.0
410,204.0
420,243.0
430,291.0
440,345.0
450,391.0
460,448.0
470,500.0
480,552.0
490,618.0
500,671.0
510,727.0
520,766.0
530,797.0
540,820.0
550,873.0
560,884.0
570,893.0
580,897.0
590,901.0
600,907.0
610,909.0
620,910.0
630,911.0
640,912.0
650,913.0
660,914.0
670,915.0
680,918.0
690,918.0
700,918.0
710,918.0
720,919.0
730,920.0
740,920.0
750,920.0
760,920.0
770,920.0
780,920.0
790,920.0
800,920.0
810,920.0
820,921.0
830,921.0
840,921.0
850,921.0
860,921.0
870,921.0
880,921.0
890,921.0
900,921.0
910,921.0
920,921.0
930,921.0
940,921.0
950,921.0
960,921.0
970,921.0
980,921.0
990,921.0
1000,921.0
1010,921.0
1020,921.0
1030,921.0
1040,921.0
1050,921.0
1060,921.0
1070,921.0
1080,921.0
1090,921.0
1100,921.0
1110,921.0
1120,921.0
1130,921.0
1140,921.0
1150,921.0
1160,921.0
1170,921.0
1180,921.0
1190,921.0
1200,921.0
1210,921.0
1220,921.0
1230,921.0
1240,921.0
1250,921.0
1260,921.0
1270,921.0
1280,921.0
1290,922.0
1300,922.0
1310,922.0
1320,922.0
1330,922.0
1340,922.0
1350,922.0
1360,922.0
1370,922.0
1380,922.0
1390,922.0
1400,922.0
1410,922.0
1420,922.0
1430,922.0
1440,922.0
1450,922.0
1460,922.0
1470,922.0
1480,922.0
1490,922.0
1500,922.0
