time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,2.0
180,2.0
190,2.0
200,3.0
210,4.0
220,5.0
230,6.0
240,7.0
250,7.0
260,9.0
270,13.0
280,17.0
290,21.0
300,26.0
310,33.0
320,40.0
330,50.0
340,63.0
350,77.0
360,98.0
370,119.0
380,146.0
390,181.0
400,214.0
410,245.0
420,283.0
430,314.0
440,369.0
450,443.0
460,510.0
470,600.0
480,691.0
490,780.0
500,862.0
510,957.0
520,1066.0
530,1111.0
540,1161.0
550,1218.0
560,1258.0
570,1298.0
580,1323.0
590,1340.0
600,1354.0
610,1361.0
620,1372.0
630,1380.0
640,1381.0
650,1387.0
660,1395.0
670,1399.0
680,1399.0
690,1400.0
700,1401.0
710,1401.0
720,1402.0
730,1402.0
740,1402.0
750,1402.0
760,1402.0
770,1402.0
780,1402.0
790,1403.0
800,1403.0
810,1403.0
820,1403.0
830,1403.0
840,1403.0
850,1403.0
860,1403.0
870,1403.0
880,1403.0
890,1403.0
900,1403.0
910,1403.0
920,1403.0
930,1403.0
940,1403.0
950,1403.0
960,1403.0
970,1403.0
980,1403.0
990,1403.0
1000,1403.0
1010,1403.0
1020,1403.0
1030,1403.0
1040,1403.0
1050,1403.0
1060,1403.0
1070,1403.0
1080,1403.0
1090,1403.0
1100,1403.0
1110,1403.0
1120,1403.0
1130,1403.0
1140,1403.0
1150,1403.0
1160,1403.0
1170,1403.0
1180,1403.0
1190,1403.0
1200,1403.0
1210,1403.0
1220,1403.0
1230,1403.0
1240,1403.0
1250,1403.0
1260,1403.0
1270,1403.0
1280,1403.0
1290,1403.0
1300,1403.0
1310,1403.0
1320,1403.0
1330,1403.0
1340,1403.0
1350,1403.0
1360,1403.0
1370,1404.0
1380,1404.0
1390,1404.0
1400,1404.0
1410,1404.0
1420,1404.0
1430,1404.0
1440,1404.0
1450,1404.0
1460,1404.0
1470,1404.0
1480,1404.0
1490,1404.0
1500,1404.0
