time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,2.0
140,2.0
150,2.0
160,3.0
170,4.0
180,4.0
190,6.0
200,8.0
210,10.0
220,11.0
230,12.0
240,16.0
250,22.0
260,24.0
270,31.0
280,40.0
290,52.0
300,64.0
310,82.0
320,100.0
330,119.0
340,146.0
350,170.0
360,211.0
370,253.0
380,303.0
390,372.0
400,444.0
410,538.0
420,622.0
430,771.0
440,920.0
450,1027.0
460,1120.0
470,1300.0
480,1500.0
490,1712.0
500,1924.0
510,2129.0
520,2186.0
530,2233.0
540,2264.0
550,2406.0
560,2588.0
570,2760.0
580,2888.0
590,3008.0
600,3105.0
610,3199.0
620,3263.0
630,3323.0
640,3349.0
650,3359.0
660,3366.0
670,3368.0
680,3372.0
690,3376.0
700,3377.0
710,3377.0
720,3377.0
730,3379.0
740,3379.0
750,3380.0
760,3381.0
770,3381.0
780,3381.0
790,3381.0
800,3381.0
810,3381.0
820,3381.0
830,3381.0
840,3381.0
850,3382.0
860,3382.0
870,3382.0
880,3382.0
890,3382.0
900,3382.0
910,3382.0
920,3382.0
930,3382.0
940,3382.0
950,3382.0
960,3382.0
970,3382.0
980,3383.0
990,3383.0
1000,3383.0
1010,3383.0
1020,3383.0
1030,3383.0
1040,3383.0
1050,3383.0
1060,3383.0
1070,3383.0
1080,3383.0
1090,3383.0
1100,3383.0
1110,3383.0
1120,3383.0
1130,3383.0
1140,3383.0
1150,3383.0
1160,3383.0
1170,3383.0
1180,3383.0
1190,3383.0
1200,3383.0
1210,3383.0
1220,3383.0
1230,3383.0
1240,3385.0
1250,3385.0
1260,3385.0
1270,3385.0
1280,3385.0
1290,3385.0
1300,3385.0
1310,3385.0
1320,3385.0
1330,3385.0
1340,3385.0
1350,3385.0
1360,3385.0
1370,3385.0
1380,3385.0
1390,3385.0
1400,3385.0
1410,3385.0
1420,3385.0
1430,3385.0
1440,3385.0
1450,3385.0
1460,3385.0
1470,3385.0
1480,3385.0
1490,3385.0
1500,3385.0
