time,median
0,0.0
10,1.0
20,1.0
30,2.0
40,2.0
50,2.0
60,3.0
70,4.0
80,5.0
90,6.0
100,8.0
110,10.0
120,13.0
130,15.0
140,19.0
150,26.0
160,32.0
170,39.0
180,46.0
190,60.0
200,77.0
210,89.0
220,106.0
230,132.0
240,165.0
250,204.0
260,248.0
270,311.0
280,378.0
290,474.0
300,588.0
310,718.0
320,864.0
330,1082.0
340,1345.0
350,1677.0
360,2068.0
370,2505.0
380,3063.0
390,3716.0
400,4495.0
410,5366.0
420,6415.0
430,7604.0
440,8877.0
450,10334.0
460,11945.0
470,13599.0
480,15334.0
490,16964.0
500,18480.0
510,19850.0
520,21004.0
530,22278.0
540,23210.0
550,23847.0
560,24421.0
570,24808.0
580,25152.0
590,25473.0
600,25647.0
610,25787.0
620,26027.0
630,26176.0
640,26234.0
650,26298.0
660,26347.0
670,26389.0
680,26409.0
690,26426.0
700,26447.0
710,26456.0
720,26469.0
730,26477.0
740,26483.0
750,26484.0
760,26485.0
770,26486.0
780,26486.0
790,26489.0
800,26489.0
810,26490.0
820,26491.0
830,26491.0
840,26491.0
850,26492.0
860,26492.0
870,26492.0
880,26492.0
890,26492.0
900,26492.0
910,26490.0
920,26490.0
930,26490.0
940,26490.0
950,26490.0
960,26490.0
970,26490.0
980,26490.0
990,26490.0
1000,26490.0
1010,26491.0
1020,26491.0
1030,26491.0
1040,26491.0
1050,26491.0
1060,26490.0
1070,26490.0
1080,26490.0
1090,26490.0
1100,26490.0
1110,26490.0
1120,26490.0
1130,26490.0
1140,26490.0
1150,26490.0
1160,26490.0
1170,26490.0
1180,26490.0
1190,26490.0
1200,26490.0
1210,26491.0
1220,26491.0
1230,26491.0
1240,26491.0
1250,26491.0
1260,26492.0
1270,26492.0
1280,26492.0
1290,26492.0
1300,26492.0
1310,26492.0
1320,26492.0
1330,26492.0
1340,26492.0
1350,26492.0
1360,26490.0
1370,26490.0
1380,26490.0
1390,26490.0
1400,26490.0
1410,26492.0
1420,26492.0
1430,26492.0
1440,26492.0
1450,26492.0
1460,26492.0
1470,26493.0
1480,26493.0
1490,26493.0
1500,26493.0
