time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,1.0
230,1.0
240,1.0
250,1.0
260,1.0
270,1.0
280,1.0
290,1.0
300,1.0
310,1.0
320,2.0
330,2.0
340,2.0
350,3.0
360,4.0
370,5.0
380,6.0
390,8.0
400,10.0
410,11.0
420,12.0
430,17.0
440,18.0
450,22.0
460,25.0
470,28.0
480,31.0
490,32.0
500,34.0
510,37.0
520,39.0
530,39.0
540,41.0
550,42.0
560,43.0
570,43.0
580,43.0
590,43.0
600,44.0
610,44.0
620,44.0
630,44.0
640,44.0
650,44.0
660,44.0
670,44.0
680,44.0
690,44.0
700,44.0
710,44.0
720,44.0
730,44.0
740,44.0
750,44.0
760,44.0
770,44.0
780,44.0
790,44.0
800,44.0
810,44.0
820,44.0
830,44.0
840,44.0
850,44.0
860,44.0
870,44.0
880,44.0
890,44.0
900,44.0
910,44.0
920,44.0
930,44.0
940,44.0
950,44.0
960,44.0
970,44.0
980,44.0
990,44.0
1000,44.0
1010,44.0
1020,44.0
1030,44.0
1040,44.0
1050,44.0
1060,44.0
1070,44.0
1080,44.0
1090,44.0
1100,44.0
1110,44.0
1120,44.0
1130,44.0
1140,44.0
1150,44.0
1160,44.0
1170,44.0
1180,44.0
1190,44.0
1200,44.0
1210,44.0
1220,44.0
1230,44.0
1240,44.0
1250,44.0
1260,44.0
1270,44.0
1280,44.0
1290,44.0
1300,44.0
1310,44.0
1320,44.0
1330,44.0
1340,44.0
1350,44.0
1360,44.0
1370,44.0
1380,44.0
1390,44.0
1400,44.0
1410,44.0
1420,44.0
1430,44.0
1440,44.0
1450,44.0
1460,44.0
1470,44.0
1480,44.0
1490,44.0
1500,44.0
