0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000;1010;1020;1030;1040;1050;1060;1070;1080;1090;1100;1110;1120;1130;1140;1150;1160;1170;1180;1190;1200;1210;1220;1230;1240;1250;1260;1270;1280;1290;1300;1310;1320;1330;1340;1350;1360;1370;1380;1390;1400;1410;1420;1430;1440;1450;1460;1470;1480;1490;1500
0;1;1;1;1;1;1;1;1;1;1;2;2;4;4;5;6;7;9;10;13;16;21;30;33;39;48;61;74;94;118;147;181;221;273;334;399;483;576;675;801;930;1065;1201;1354;1478;1613;1743;1861;1957;2030;2092;2145;2194;2228;2250;2277;2292;2301;2312;2325;2331;2333;2334;2338;2341;2343;2343;2344;2345;2345;2345;2345;2345;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2346;2347;2347;2347;2347;2347;2348;2348;2348;2348;2348;2348;2348;2348;2348;2348;2348;2348;2349;2349;2349;2349;2349;2349;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2351;2351;2351;2351;2351;2351;2351;2351;2351
0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;5;6;8;9;12;12;17;20;26;30;40;53;63;78;99;113;134;163;196;243;297;359;439;543;663;807;991;1197;1463;1738;2068;2442;2863;3360;3858;4367;4899;5389;5887;6333;6738;7082;7354;7594;7775;7913;8038;8139;8216;8273;8306;8336;8358;8376;8390;8395;8402;8409;8413;8417;8418;8421;8422;8424;8425;8425;8426;8426;8427;8427;8427;8428;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8428;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8430;8430
0;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;4;5;6;6;10;13;16;20;23;31;39;49;61;77;94;124;150;188;238;289;370;454;555;686;814;988;1179;1391;1633;1896;2147;2474;2773;3082;3358;3586;3855;4062;4228;4372;4480;4581;4656;4701;4747;4774;4790;4803;4817;4826;4831;4837;4839;4839;4841;4845;4848;4850;4850;4852;4852;4853;4853;4854;4854;4854;4854;4854;4854;4854;4854;4854;4855;4855;4856;4856;4856;4856;4856;4856;4857;4857;4857;4857;4857;4857;4857;4857;4857;4857;4857;4857;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4858;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859;4859
0;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;4;4;6;7;9;12;15;19;21;24;29;36;41;56;69;81;103;124;155;193;227;264;331;392;464;554;660;770;883;1035;1190;1362;1556;1728;1912;2064;2207;2330;2430;2521;2592;2662;2718;2755;2780;2801;2815;2824;2829;2831;2837;2839;2841;2844;2844;2847;2848;2848;2848;2848;2848;2848;2848;2849;2849;2850;2850;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2851;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852
0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;4;5;6;6;7;9;12;14;18;23;27;31;38;46;59;68;82;107;125;159;193;221;273;313;362;431;496;550;616;671;729;776;828;869;896;927;948;963;974;981;991;999;1002;1005;1008;1008;1010;1012;1013;1013;1013;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1015;1015;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1015;1015;1015;1015;1015;1016;1016;1016;1016;1016;1016;1016;1016;1016;1016;1016;1016;1016;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017;1017
0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;4;7;8;10;12;16;19;23;30;33;40;56;69;80;98;116;141;176;214;257;311;367;435;513;598;699;802;916;1010;1109;1200;1284;1352;1425;1478;1526;1554;1573;1590;1601;1608;1626;1634;1639;1644;1646;1649;1652;1652;1652;1653;1653;1653;1653;1653;1653;1653;1653;1654;1655;1655;1655;1655;1655;1655;1655;1655;1655;1655;1655;1655;1655;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1654;1655;1655;1655;1656;1656;1656;1656;1656;1656;1656;1656;1656;1656;1657;1657;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1658;1659;1659;1659;1659;1659;1659;1659;1659;1659
0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;4;6;7;7;8;10;13;16;19;23;28;36;43;53;68;86;105;126;153;180;221;275;346;423;522;630;759;906;1089;1287;1518;1758;2030;2294;2585;2887;3166;3408;3648;3853;4030;4162;4277;4363;4423;4477;4508;4539;4561;4577;4588;4598;4605;4608;4614;4618;4618;4622;4622;4623;4624;4624;4624;4625;4625;4626;4626;4627;4628;4628;4628;4628;4628;4628;4628;4629;4629;4629;4629;4629;4629;4629;4629;4629;4629;4629;4629;4629;4629;4630;4630;4630;4630;4630;4630;4630;4630;4630;4630;4630;4630;4630;4630;4630;4631;4631;4631;4631;4632;4632;4632;4632;4632;4632;4632;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633;4633
0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;4;4;4;5;5;5;8;8;11;15;19;23;30;37;50;61;78;94;114;132;155;190;220;257;299;351;411;466;520;570;622;663;707;738;756;789;800;811;829;838;853;859;862;866;871;871;874;875;876;877;877;877;877;877;877;877;877;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;878;879;879;879;879;879;879;879;879;879;879;879;879;879;879;879;879;879;879;879;879
0;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;4;5;6;8;11;13;19;25;28;34;42;52;65;79;102;127;158;194;239;295;368;450;547;681;862;1043;1268;1568;1919;2316;2791;3318;3946;4596;5343;6166;7025;7914;8725;9606;10352;11040;11635;12138;12553;12855;13099;13332;13475;13623;13712;13771;13833;13869;13908;13935;13952;13966;13974;13984;13987;13993;13995;13998;13998;13999;14001;14002;14002;14004;14004;14004;14004;14004;14004;14004;14004;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14004;14004;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005;14005
0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;5;6;7;9;11;13;14;18;25;27;35;43;53;61;70;85;97;112;128;145;160;184;201;214;226;237;247;251;257;262;267;268;273;274;276;276;276;276;276;276;276;276;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277
