time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,2.0
190,2.0
200,3.0
210,3.0
220,4.0
230,5.0
240,5.0
250,8.0
260,8.0
270,11.0
280,14.0
290,18.0
300,21.0
310,29.0
320,35.0
330,42.0
340,51.0
350,62.0
360,75.0
370,92.0
380,113.0
390,135.0
400,176.0
410,210.0
420,252.0
430,295.0
440,350.0
450,418.0
460,491.0
470,568.0
480,650.0
490,714.0
500,767.0
510,832.0
520,886.0
530,903.0
540,913.0
550,918.0
560,924.0
570,928.0
580,934.0
590,940.0
600,944.0
610,951.0
620,953.0
630,953.0
640,955.0
650,956.0
660,956.0
670,956.0
680,956.0
690,957.0
700,957.0
710,957.0
720,957.0
730,957.0
740,957.0
750,958.0
760,958.0
770,958.0
780,959.0
790,959.0
800,959.0
810,959.0
820,959.0
830,960.0
840,960.0
850,960.0
860,960.0
870,960.0
880,960.0
890,960.0
900,960.0
910,960.0
920,960.0
930,960.0
940,960.0
950,960.0
960,960.0
970,960.0
980,960.0
990,960.0
1000,960.0
1010,960.0
1020,960.0
1030,960.0
1040,960.0
1050,960.0
1060,960.0
1070,960.0
1080,960.0
1090,960.0
1100,960.0
1110,960.0
1120,960.0
1130,960.0
1140,960.0
1150,960.0
1160,960.0
1170,960.0
1180,960.0
1190,960.0
1200,960.0
1210,960.0
1220,960.0
1230,960.0
1240,960.0
1250,960.0
1260,960.0
1270,960.0
1280,960.0
1290,960.0
1300,960.0
1310,960.0
1320,960.0
1330,960.0
1340,960.0
1350,960.0
1360,960.0
1370,960.0
1380,960.0
1390,960.0
1400,960.0
1410,960.0
1420,960.0
1430,960.0
1440,960.0
1450,960.0
1460,960.0
1470,960.0
1480,960.0
1490,960.0
1500,960.0
