time,median
0,0.0
10,1.0
20,1.0
30,1.0
40,1.0
50,1.0
60,1.0
70,1.0
80,1.0
90,1.0
100,1.0
110,1.0
120,1.0
130,1.0
140,1.0
150,1.0
160,1.0
170,1.0
180,1.0
190,1.0
200,1.0
210,1.0
220,2.0
230,2.0
240,2.0
250,2.0
260,3.0
270,4.0
280,5.0
290,6.0
300,7.0
310,9.0
320,11.0
330,14.0
340,17.0
350,21.0
360,26.0
370,33.0
380,40.0
390,49.0
400,61.0
410,74.0
420,95.0
430,119.0
440,150.0
450,185.0
460,229.0
470,287.0
480,353.0
490,433.0
500,540.0
510,652.0
520,824.0
530,998.0
540,1245.0
550,1543.0
560,1882.0
570,2300.0
580,2785.0
590,3405.0
600,4153.0
610,5017.0
620,5982.0
630,7157.0
640,8467.0
650,9946.0
660,11539.0
670,13313.0
680,15084.0
690,16923.0
700,18805.0
710,20584.0
720,22188.0
730,23641.0
740,24902.0
750,25970.0
760,26841.0
770,27602.0
780,28162.0
790,28601.0
800,28971.0
810,29200.0
820,29382.0
830,29523.0
840,29646.0
850,29713.0
860,29768.0
870,29825.0
880,29860.0
890,29892.0
900,29917.0
910,29931.0
920,29949.0
930,29962.0
940,29966.0
950,29981.0
960,29989.0
970,29991.0
980,29999.0
990,30001.0
1000,30000.0
1010,30002.0
1020,30003.0
1030,30003.0
1040,30004.0
1050,30004.0
1060,30004.0
1070,30005.0
1080,30005.0
1090,30005.0
1100,30007.0
1110,30008.0
1120,30006.0
1130,30006.0
1140,30006.0
1150,30006.0
1160,30006.0
1170,30006.0
1180,30005.0
1190,30005.0
1200,30005.0
1210,30003.0
1220,30003.0
1230,30004.0
1240,30002.0
1250,30004.0
1260,30004.0
1270,30003.0
1280,30003.0
1290,30004.0
1300,30005.0
1310,30005.0
1320,30005.0
1330,30004.0
1340,30005.0
1350,30005.0
1360,30005.0
1370,30006.0
1380,30006.0
1390,30005.0
1400,30006.0
1410,30006.0
1420,30004.0
1430,30004.0
1440,30004.0
1450,30002.0
1460,30002.0
1470,30002.0
1480,30002.0
1490,30002.0
1500,30002.0
